[['Dimitri Mohamed', 'startMemberOf', 'FK Borac Čačak', '2022-01-01']]
[['Cheung Ka Long', 'endMemberOf', 'Eastern Washington Eagles men\' s basketball', '2022-08-01']]
[['Ibukun Afolami', 'endMemberOf', 'Western Kentucky Hilltoppers basketball', '2022-08-01']]
[['Zack Garcia', 'startMemberOf', 'Nea Salamis Famagusta FC', '2022-08-01']]
[['Pari Pantazopoulos', 'startMemberOf', 'Asteras Magoula F. C.', '2022-08-01']]
[['Sumy ( footballer)', 'startMemberOf', 'Ottawa Fury FC', '2022-08-01']]
[['Artur Yedigaryan', 'startMemberOf', 'Ottawa Fury FC', '2022-08-01']]
[['Sergei Dudkin', 'startMemberOf', 'FC Volga Ulyanovsk', '2022-08-01']]
[['Chris Ivory', 'startMemberOf', 'DC Defenders', '2022-08-01']]
[['Reham Soliman', 'endMemberOf', 'Soproni KC', '2022-08-01']]
[['Darrick Ervin', 'endMemberOf', 'Al-Mussanah Club', '2022-08-01']]
[['Almaz Fatikhov', 'endMemberOf', 'FC Oktan Perm', '2022-08-01']]
[['Fabián Balbuena', 'startMemberOf', 'New York City FC', '2022-08-01']]
[['Albertus Denny Handoko', 'endWorksFor', 'National University of Singapore', '2022-08-01']]
[['Sorin Trofin', 'endWorksFor', 'New York Red Bulls', '2022-08-01']]
[['Maeva Giraudo', 'endWorksFor', 'Environment and Climate Change Canada', '2022-08-01']]
[['Songezo Jim', 'startMemberOf', 'UAE Team Emirates', '2022-08-01']]
[['Diego Alonso', 'startMemberOf', 'FC Andorra', '2022-08-01']]
[['Sergio Bernal', 'endMemberOf', 'Club Puebla', '2022-08-01']]
[['Daniel Mestre', 'endMemberOf', 'Glassdrive– – Anicolor', '2022-08-01']]
[['Christian Moon', 'endMemberOf', 'Montana State Bobcats men\' s basketball', '2022-08-01']]
[['Alvaro Gutierrez-Uzquiza', 'endWorksFor', 'Children\' s Hospital of Philadelphia', '2022-08-01']]
[['Tommie Eddie', 'endMemberOf', 'Ole Miss Rebels men\' s basketball', '2022-08-01']]
[['Vera Terekhova', 'endWorksFor', 'Russian National Research Medical University', '2022-08-01']]
[['Teruhiko Matsubara', 'endWorksFor', 'Keio University', '2022-08-01']]
[['Ukko Peltonen', 'startMemberOf', 'Groupama– FDJ Continental Team', '2022-08-01']]
[['Heba Morsy', 'endWorksFor', 'Medical Research Institute Alexandria University', '2022-08-01']]
[['Ahmed Messadia', 'endMemberOf', 'CA Batna', '2022-08-01']]
[['Derek Whitmore', 'endPlaysIn', 'National Hockey League', '2022-08-01']]
[['Octavius Flowers', 'startMemberOf', 'Apollon Patras B. C.', '2022-08-01']]
[['Valeri Sokolov ( footballer)', 'endMemberOf', 'S. C. Lusitânia ( basketball)', '2022-08-01']]
[['Torrian Bluitt', 'startMemberOf', 'FC Rubin-2 Kazan', '2022-08-01']]
[['Abdullah Nazib', 'endWorksFor', 'Robot research initiative', '2022-08-01']]
[['Jeff Elorriaga', 'startMemberOf', 'Aris Leeuwarden', '2022-08-01']]
[['Stephen Edwards', 'endMemberOf', 'Santa Clara Broncos men\' s basketball', '2022-08-01']]
[['Siniša Ubiparipović', 'startMemberOf', 'Strømmen IF', '2022-08-01']]
[['Bernardo B S Niebuhr', 'startMemberOf', 'AS Cannes', '2022-08-01']]
[['Thomas Deng', 'startMemberOf', 'Port Melbourne SC', '2022-08-01']]
[['Polina Kuzhir', 'startMemberOf', 'Sporting Kansas City II', '2022-08-01']]
[['Catamarca Province', 'startMemberOf', 'Bohemian F. C.', '2022-08-01']]
[['Alexandru Dincă', 'startMemberOf', 'FC Andorra', '2022-08-01']]
[['Matthijs Reinders', 'endMemberOf', 'Coastal Carolina Chanticleers men\' s basketball', '2022-08-01']]
[['Brent Richards', 'endWorksFor', 'Penang F. C.', '2022-08-01']]
[['Mark Zervas', 'endWorksFor', 'Amgen U0028 United Kingdom U0029 ', '2022-08-01']]
[['Kazuhiro Nakamura', 'endWorksFor', 'Kyoto University', '2022-08-01']]
[['Till Augustin', 'endWorksFor', 'Hamburg University of Technology', '2022-08-01']]
[['Frank Hough', 'startMemberOf', 'New Country Party', '2022-08-01']]
[['Frank R Neumann', 'endWorksFor', 'Rockefeller University', '2022-08-01']]
[['Ján Varga', 'startMemberOf', 'FC DAC 1904 Dunajská Streda', '2022-08-01']]
[['Filippo Savi', 'startMemberOf', 'FC Andorra', '2022-08-01']]
[['Tywain McKee', 'startMemberOf', 'North Carolina Central Eagles men\' s basketball', '2022-08-01']]
[['Emil Kremenliev', 'startMemberOf', 'Concordia Piotrków Trybunalski', '2022-08-01']]
[['Branislav Arsenović', 'startMemberOf', 'Panionios F. C.', '2022-08-01']]
[['Freddy Coronel', 'startMemberOf', 'Deportivo Cali', '2022-08-01']]
[['Matt Gorman', 'endMemberOf', 'Syracuse Orange men\' s basketball', '2022-08-01']]
[['Marc Stcherbina', 'endMemberOf', 'Cardiff Rugby', '2022-08-01']]
[['G U002E A U002E Hill', 'startMemberOf', 'Aris Leeuwarden', '2022-08-01']]
[['Elvis Kafoteka', 'endMemberOf', 'Antwerp Giants', '2022-08-01']]
[['J U002E R U002E Blount', 'startMemberOf', 'Hong Kong Rangers FC', '2022-08-01']]
[['Jin Bai', 'endWorksFor', 'University of Hong Kong', '2022-08-01']]
[['Eleonora Soldo', 'endMemberOf', 'ACS Cycling Chirio– Casa Giani', '2022-08-01']]
[['Borko Veselinović', 'startMemberOf', 'FC Andorra', '2022-08-01']]
[['Benjamin Thoreau', 'endWorksFor', 'Hôpital Cochin', '2022-08-01']]
[['Abdou Diallo', 'endMemberOf', 'France national under-19 football team generic instance', '2022-08-01']]
[['Eleonora Spaliviero', 'endMemberOf', 'ACS Cycling Chirio– Casa Giani', '2022-08-01']]
[['Alejandro Escalona', 'startMemberOf', 'Olbia Calcio 1905', '2022-08-01']]
[['Richard Gilbert ( cricketer)', 'endMemberOf', 'Oxfordshire County Cricket Club', '2022-08-01']]
[['Ionuț Voicu', 'startMemberOf', 'FC Vestsjælland', '2022-08-01']]
[['Giuliano Frano', 'startMemberOf', 'Atlético Zacatepec', '2022-08-01']]
[['Meyer Bosman', 'startMemberOf', 'Eastern Province Elephants', '2022-08-01']]
[['Artyom Voronkin', 'endMemberOf', 'German Research Foundation', '2022-08-01']]
[['Gary Lopez', 'startMemberOf', 'CA Saint-Étienne Loire Sud Rugby', '2022-08-01']]
[['Wong Kar-wai', 'startMemberOf', 'FC Orenburg', '2022-08-01']]
[['Anicet Eyenga', 'startMemberOf', 'Asteras Magoula F. C.', '2022-08-01']]
[['S U002E K U002E Patel', 'endMemberOf', 'Slovenia national under-21 football team', '2022-08-01']]
[['Álvaro Serra Paredes', 'endMemberOf', 'University of California, Davis', '2022-08-01']]
[['Sumith Yesudasan', 'endWorksFor', 'A. C. Reggiana 1919', '2022-08-01']]
[['Craig Hill ( soccer)', 'endMemberOf', 'Kotkan Työväen Palloilijat', '2022-08-01']]
[['Marie-Luce Demonet', 'endMemberOf', 'Chemnitz University of Technology', '2022-08-01']]
[['Kelechi Iheanacho ( footballer, born 1981)', 'endMemberOf', 'Widzew Łódź', '2022-08-01']]
[['Pablo F Siles', 'endWorksFor', 'Virginia Cavaliers men\' s basketball', '2022-08-01']]
[['Yu Chen', 'startMemberOf', 'Italy national football team', '2022-08-01']]
[['Robbie Cundy', 'startMemberOf', 'AFC Rushden & Diamonds', '2022-08-01']]
[['Benjamin J U002E Dittbrenner', 'endWorksFor', 'Seattle University', '2022-08-01']]
[['Ibba Laajab', 'startMemberOf', 'Ottawa Fury FC', '2022-08-01']]
[['Andres Losada', 'endWorksFor', 'École nationale vétérinaire d\' Alfort', '2022-08-01']]
[['Anu Wartiovaara', 'endWorksFor', 'Academy of Finland', '2022-08-01']]
[['Sotiris Ninis', 'startMemberOf', 'Asteras Magoula F. C.', '2022-08-01']]
[['Paul Zammit ( footballer)', 'startMemberOf', 'Eastbourne Town F. C.', '2022-08-01']]
[['David D\' Auria', 'startMemberOf', 'Marine A. F. C.', '2022-08-01']]
[['Yukihiro Matsumoto', 'startMemberOf', 'German Research Foundation', '2022-08-01']]
[['Democratic People\' s Movement', 'startMemberOf', 'Agreement For Change', '2022-08-01']]
[['Emanuel Jackson', 'endMemberOf', 'Texas Wesleyan Rams Men U0027 S Basketball', '2022-08-01']]
[['Deverin Muff', 'startMemberOf', 'KB Trepça', '2022-08-01']]
[['Abdoulaye Maïga ( footballer)', 'startMemberOf', 'Simba S. C.', '2022-08-01']]
[['Radiša Ilić', 'startMemberOf', 'Asteras Magoula F. C.', '2022-08-01']]
[['Pietro Iemmello', 'endMemberOf', 'Italy national under-18 football team', '2022-08-01']]
[['Anusha L Dissanayake', 'startMemberOf', 'German Research Foundation', '2022-08-01']]
[['Sachin Rana', 'startMemberOf', 'Sunrisers Hyderabad', '2022-08-01']]
[['Pavel Novitskiy', 'startMemberOf', 'Gol Gohar Sirjan F. C.', '2022-08-01']]
[['Christina Dyar', 'endWorksFor', 'University of Cincinnati', '2022-08-01']]
[['Miloš Obradović', 'startMemberOf', 'Asteras Magoula F. C.', '2022-08-01']]
[['Carolyn Klocke', 'endWorksFor', 'University of Rochester Medical Center', '2022-08-01']]
[['Miomir Žužul', 'startMemberOf', 'Sprachkritische Aktion Unwort Des Jahres', '2022-08-01']]
[['Karol Piątek', 'startMemberOf', 'Concordia Piotrków Trybunalski', '2022-08-01']]
[['Aritz Bagües', 'endMemberOf', 'Euskadi– Murias', '2022-08-01']]
[['Tino-Sven Sušić', 'startMemberOf', 'Trat F. C.', '2022-08-01']]
[['Nicholas C Fitzkee', 'endWorksFor', 'Mississippi State University', '2022-08-01']]
[['Florent Ghisolfi', 'endMemberOf', 'Stade de Reims', '2022-08-01']]
[['Uchechi Sunday', 'startMemberOf', 'FC Neunkirch', '2022-08-01']]
[['Manouchehr Ahmadov', 'startMemberOf', 'Al-Ahli Club ( Manama)', '2022-08-01']]
[['Jaewon Jang', 'endWorksFor', 'Arizona State University', '2022-08-01']]
[['Ryan Booth', 'endWorksFor', 'Wenatchee Valley College', '2022-08-01']]
[['Enzo Forletta', 'startMemberOf', 'Sharks ( Currie Cup)', '2022-08-01']]
[['Jason Holwerda', 'startMemberOf', 'Valencia Basket', '2022-08-02']]
[['Jay Bell ( footballer)', 'startMemberOf', 'Ottawa Fury FC', '2022-08-02']]
[['Seok-Ho Kim', 'endWorksFor', 'National Center for Supercomputing Applications', '2022-08-02']]
[['Cory Gibbs', 'startMemberOf', 'Asteras Magoula F. C.', '2022-08-02']]
[['Bryan Man', 'endMemberOf', 'Hapoel Ramat Gan Givatayim F. C.', '2022-08-02']]
[['Yohanis Tjoe', 'startMemberOf', 'Persepam Madura Utama', '2022-08-03']]
[['Mamaery Diallo', 'endMemberOf', 'FC Tokyo', '2022-08-03']]
[['Alexandra Ushakova', 'endMemberOf', 'Panathinaikos B. C.', '2022-08-03']]
[['Guillaume-Anthony Odri', 'endWorksFor', 'Royal National Orthopaedic Hospital', '2022-08-03']]
[['Jeremy Hollimon', 'endPlaysIn', 'Ncaa Division I Men U0027 S Basketball', '2022-08-03']]
[['Percy Green', 'endMemberOf', 'Stephen F. Austin Lumberjacks basketball', '2022-08-03']]
[['Hannah Chimowitz', 'endWorksFor', 'Beth Israel Deaconess Medical Center', '2022-08-03']]
[['Jabari Currie', 'startMemberOf', 'Miami Hurricanes men\' s basketball', '2022-08-03']]
[['RJ Barrett', 'startMemberOf', 'Michigan Wolverines men\' s basketball', '2022-08-03']]
[['Peter D Gould', 'endWorksFor', 'Lancaster Environment Centre', '2022-08-04']]
[['Niamh Fisher-Black', 'startMemberOf', 'Team Illuminate ( women\' s team)', '2022-08-04']]
[['Marcelo Zamora', 'startMemberOf', 'León de Huánuco', '2022-08-05']]
[['Antti Ojanperä', 'startMemberOf', 'Atlantis FC', '2022-08-05']]
[['Sandy Iannella', 'startMemberOf', 'S. S. D. Res Roma', '2022-08-05']]
[['Tonny Vilhena', 'startMemberOf', 'Ottawa Fury FC', '2022-08-06']]
[['Britton Mandilimana', 'startMemberOf', 'MO Béjaïa', '2022-08-06']]
[['Harri Ylönen', 'endMemberOf', 'Sportfreunde Siegen', '2022-08-07']]
[['David Wield', 'endWorksFor', 'University of Edinburgh', '2022-08-08']]
[['Michele Rinaldi ( footballer, born 1987)', 'startMemberOf', 'FC Andorra', '2022-08-09']]
[['Alexander Stolz', 'startMemberOf', 'Eintracht Braunschweig II', '2022-08-10']]
[['Lichun Wang', 'endWorksFor', 'University of Texas at Austin', '2022-08-10']]
[['Oliver Hinckson', 'endMemberOf', 'University of Malaya', '2022-08-10']]
[['Beata Czarnecka', 'endWorksFor', 'Stade Français', '2022-08-10']]
[['Josef Hamouz', 'endMemberOf', 'SK Kladno', '2022-08-10']]
[['Maxi Pereira', 'startMemberOf', 'FC Andorra', '2022-08-10']]
[['Mikkel Kastrup', 'endMemberOf', 'Aalborg Cykle-Ring', '2022-08-11']]
[['Phillippe Aumont', 'startMemberOf', 'Washington Nationals', '2022-08-12']]
[['Kylor Kelley', 'startMemberOf', 'Montana Grizzlies basketball', '2022-08-12']]
[['Dwight Burke', 'startMemberOf', 'Chicago Bulls', '2022-08-12']]
[['Perry Cowan', 'endMemberOf', 'Brown Bears men\' s basketball', '2022-08-13']]
[['Zeki Çelik', 'endMemberOf', 'İstanbulspor', '2022-08-13']]
[['Vinodh Edward', 'endWorksFor', 'Aurum Institute', '2022-08-13']]
[['Ran Kojok', 'startMemberOf', 'Hapoel Ironi Safed F. C.', '2022-08-13']]
[['Valeri Shmarov ( footballer)', 'startMemberOf', 'FC Kryvbas Kryvyi Rih', '2022-08-14']]
[['Ryan Donk', 'startMemberOf', 'Fehérvár FC', '2022-08-14']]
[['Maximiliano Coronel', 'startMemberOf', 'Racing de Córdoba', '2022-08-14']]
[['Vinnie Hinostroza', 'startMemberOf', 'Florida Panthers', '2022-08-15']]
[['Hikaru Oba', 'endWorksFor', 'Kyoto Prefectural University of Medicine', '2022-08-15']]
[['Anastasia Zhuravleva', 'endWorksFor', 'University of Massachusetts Amherst', '2022-08-16']]
[['Genki Nagasato', 'endMemberOf', 'Gainare Tottori', '2022-08-18']]
[['Luisa Elvira Belaunde', 'endWorksFor', 'Federal University of Rio de Janeiro', '2022-08-19']]
[['Donald Agu', 'endMemberOf', 'Rangers International F. C.', '2022-08-19']]
[['Yusuf Bicer', 'endWorksFor', 'Ontario Tech University', '2022-08-20']]
[['Daniil Nikulin', 'startMemberOf', 'GW– Shimano', '2022-08-20']]
[['David Camilleri', 'startMemberOf', 'Panionios F. C.', '2022-08-20']]
[['Andy Gouck', 'startMemberOf', 'Mossley A. F. C.', '2022-08-21']]
[['Joshua Currenton', 'startMemberOf', 'Toyama Grouses', '2022-08-21']]
[['Vladimir Tsoy', 'endMemberOf', 'Horsham F. C.', '2022-08-21']]
[['Denise Pereira Torres', 'startMemberOf', 'Wuppertaler SV', '2022-08-21']]
[['Keith Jones', 'startMemberOf', 'Panathinaikos B. C.', '2022-08-21']]
[['Edwin Eziyodawe', 'startMemberOf', 'Hammersborg Fk', '2022-08-21']]
[['Vasili Pletin', 'endMemberOf', 'FC Smena Komsomolsk-na-Amure', '2022-08-21']]
[['Rory Moloney', 'endMemberOf', 'Ireland national under-20 rugby union team', '2022-08-21']]
[['Andrei Strenakov', 'startMemberOf', 'FK Ventspils', '2022-08-21']]
[['Tyler Cook', 'endMemberOf', 'Iowa Hawkeyes men\' s basketball', '2022-08-21']]
[['Önder Akdağ', 'startMemberOf', 'Şanlıurfaspor', '2022-08-21']]
[['Carlão ( footballer, born January 1986)', 'startMemberOf', 'FC Kryvbas Kryvyi Rih', '2022-08-21']]
[['Jason Rich', 'startMemberOf', 'Golden State Warriors', '2022-08-22']]
[['Antoine Michon', 'endWorksFor', 'Palantir Technologies', '2022-08-22']]
[['Silvia Moscatelli', 'endWorksFor', 'Marche Polytechnic University', '2022-08-22']]
[['Isabel Martín', 'startMemberOf', 'Burgos Alimenta Women Cycling Sport', '2022-08-23']]
[['Nouhoum Bocoum', 'startMemberOf', 'BC Titebi', '2022-08-23']]
[['Jon Magunazelaia', 'startMemberOf', 'Real Unión', '2022-08-23']]
[['Oliver W Moore', 'endWorksFor', 'University of Bristol', '2022-08-23']]
[['Enzo Martínez ( footballer, born 1990)', 'startMemberOf', 'Tigres UANL', '2022-08-23']]
[['Alexi Lalas', 'startMemberOf', 'Atlético Huila', '2022-08-23']]
[['Hamed Mahmoudi', 'endMemberOf', 'Esteghlal Khuzestan F. C.', '2022-08-23']]
[['Bolden Brace', 'startMemberOf', 'Riesen Ludwigsburg', '2022-08-23']]
[['Eric Hicks ( basketball)', 'startMemberOf', 'Chicago Bulls', '2022-08-23']]
[['Istvan Bakx', 'endMemberOf', 'FC Den Bosch', '2022-08-23']]
[['Óscar Cervantes', 'endMemberOf', 'CB Granollers', '2022-08-25']]
[['Alex Santos ( footballer)', 'startMemberOf', 'FC Krasnodar', '2022-08-25']]
[['Maksim Stanislavovich Lepskiy', 'startMemberOf', 'FK Ventspils', '2022-08-25']]
[['Moniruzzaman Shaikh', 'endWorksFor', 'ICFO', '2022-08-26']]
[['Choi Hyun', 'startMemberOf', 'Trat F. C.', '2022-08-26']]
[['Paris Davis', 'startMemberOf', 'Utah Utes men\' s basketball', '2022-08-27']]
[['Charetha Okken', 'endMemberOf', 'Sv Meppen-', '2022-08-27']]
[['Zelda De Lange', 'startMemberOf', 'Vozrozhdenie', '2022-08-27']]
[['Danny Hanley', 'startMemberOf', 'Ottawa Fury FC', '2022-08-27']]
[['Aleksandr Zinovyev ( footballer)', 'startMemberOf', 'Asteras Magoula F. C.', '2022-08-27']]
[['Yutaro Hara', 'startWorksFor', 'Sport Club do Recife', '2022-08-27']]
[['Thomas Burgstaller', 'startMemberOf', 'FK Sinđelić Beograd', '2022-08-27']]
[['Farha A Kabeer', 'endWorksFor', 'National Scientific and Technical Research Council', '2022-08-27']]
[['Ciprian Suciu', 'endMemberOf', 'Shanghai Institute Of Applied Physics', '2022-08-27']]
[['Scott Coyte', 'endWorksFor', 'Al-Ittihad Club ( Jeddah)', '2022-08-27']]
[['Kevin Jarbo', 'endWorksFor', 'UPMC Presbyterian', '2022-08-27']]
[['Simone Marras', 'endWorksFor', 'Stanford University', '2022-08-27']]
[['Albert Misakyan', 'startMemberOf', 'FK Ventspils', '2022-08-28']]
[['Temjae Singleton', 'startMemberOf', 'Toyama Grouses', '2022-08-28']]
[['Brandon Worthy', 'endMemberOf', 'Portimonense S. C.', '2022-08-28']]
[['Marianne Mörck', 'endMemberOf', 'Slough Town F. C.', '2022-08-28']]
[['Zi-Yang Zhang', 'startMemberOf', 'German Research Foundation', '2022-08-28']]
[['David Hunt', 'endWorksFor', 'University of California, Los Angeles', '2022-08-28']]
[['Ionuț Popescu', 'startMemberOf', 'German Research Foundation', '2022-08-29']]
[['Jack Loofburrow', 'startMemberOf', 'USC Heidelberg', '2022-08-29']]
[['Zhai Yanpeng', 'endMemberOf', 'Dalian Shide F. C.', '2022-08-29']]
[['Steff Cras', 'startMemberOf', 'Intermarché– Circus– Wanty', '2022-08-29']]
[['Antony Colombo', 'endMemberOf', 'Kaiku', '2022-08-29']]
[['Radwan Kalaji', 'startMemberOf', 'Al-Jazeera SC ( Amman)', '2022-08-29']]
[['Abdoul Thiam', 'startMemberOf', 'Ottawa Fury FC', '2022-08-29']]
[['Ezekiel Bala', 'endMemberOf', 'Nigeria national under-20 football team', '2022-08-29']]
[['Kylie Ball', 'startMemberOf', 'FC Kryvbas Kryvyi Rih', '2022-08-30']]
[['Sergei Chernyshov ( footballer, born 1984)', 'startMemberOf', 'PFC Spartak Nalchik', '2022-08-30']]
[['Martin Opic', 'startMemberOf', 'Çaykur Rizespor', '2022-08-30']]
[['Javier Manjarín', 'startMemberOf', 'Coronel Bolognesi', '2022-08-30']]
[['Noah Clarke', 'startMemberOf', 'Haro Rotterdam', '2022-08-30']]
[['Amit Kumar Agrawal', 'endMemberOf', 'German Research Foundation', '2022-08-30']]
[['Chun Jae-ho', 'startMemberOf', 'FC Andorra', '2022-08-30']]
[['Jean-Baptiste Pierazzi', 'startMemberOf', 'Trat F. C.', '2022-08-30']]
[['Bonnie Bogle', 'endWorksFor', 'Mapbox', '2022-08-30']]
[['Tobias Bayer', 'startMemberOf', 'UAE Team Emirates', '2022-08-30']]
[['Hongjoon Shin', 'endMemberOf', 'Parkhotel Valkenburg Cycling Team', '2022-08-30']]
[['Jianzheng Liu', 'startMemberOf', 'D. C. United', '2022-08-30']]
[['Daniel ( footballer, born 1979)', 'startMemberOf', 'South Australian Health and Medical Research Institute', '2022-08-30']]
[['Jianjun Xiang', 'endWorksFor', 'Ottawa Fury FC', '2022-08-30']]
[['Exodus Geohaghon', 'startMemberOf', 'Great Wakering Rovers F. C.', '2022-08-30']]
[['Molo ( footballer)', 'startMemberOf', 'PFC Slavia Sofia', '2022-08-31']]
[['Paul Williams ( footballer, born 1971)', 'endMemberOf', 'Simba S. C.', '2022-08-31']]
[['Johannes Hippe', 'startMemberOf', 'Cesson Rennes MHB', '2022-08-31']]
[['Arash Ahmadi', 'endWorksFor', 'Razi University', '2022-08-31']]
[['Xabier Arberas', 'startMemberOf', 'UD Las Palmas', '2022-08-31']]
[['Brian Gibbs', 'startMemberOf', 'Pallacanestro Lucca', '2022-08-31']]
[['Keith McLeod', 'endMemberOf', 'Ulsan Hyundai Mobis Phoebus', '2022-08-31']]
[['William Wilson', 'endMemberOf', 'North Florida Ospreys men\' s basketball', '2022-08-31']]
[['Xiaoli Zhang', 'endWorksFor', 'Ohio State University', '2022-08-31']]
[['Young-Mook Kang', 'endWorksFor', 'Korea Basic Science Institute', '2022-08-31']]
[['Dongxing Zhu', 'endMemberOf', 'Hubrecht Institute', '2022-08-31']]
[['Tomasz Chałas', 'endWorksFor', 'German Research Foundation', '2022-08-31']]
[['Luciano Castiello', 'endMemberOf', 'U. S. Grosseto 1912', '2022-08-31']]
[['Ruben Boumtje-Boumtje', 'endMemberOf', 'Alba Berlin', '2022-08-31']]
[['Alberto Campagnolo', 'endWorksFor', 'Amgueddfa Cymru – Museum Wales', '2022-08-31']]
[['Kamil Saidov', 'startMemberOf', 'FC Smorgon', '2022-08-31']]
[['Naisana Seyedasli', 'endWorksFor', 'Victor Chang Cardiac Research Institute', '2022-08-31']]
[['Drew Paradoski', 'startMemberOf', 'Morehead State Eagles men\' s basketball', '2022-08-31']]
[['Ryosuke Kijima', 'endMemberOf', 'Goslarer SC 08', '2022-08-31']]
[['Niko Opper', 'startMemberOf', 'Matsumoto Yamaga FC', '2022-08-31']]
[['Wei Liu', 'endWorksFor', 'University of Glasgow', '2022-08-31']]
[['Stéphanie Roualdès', 'endMemberOf', 'Shaanxi Wuzhou F. C.', '2022-08-31']]
[['Iosu Goñi Leoz', 'startMemberOf', 'BM Granollers', '2022-08-31']]
[['Ricardo Bocanegra', 'endMemberOf', 'Charlotte Independence', '2022-08-31']]
[['María Del Mar Castellanos', 'endWorksFor', 'Detroit Medical Center', '2022-08-31']]
[['Volker Schmidt', 'startMemberOf', 'FC Vestsjælland', '2022-08-31']]
