[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2022-01-01']]
[['Dmytro Serhiyovych Osadchyi', 'endWorksFor', 'MedStar Health', '2022-08-02']]
[['Ben Oberfeld', 'startMemberOf', 'MedStar Health', '2022-08-03']]
[['Enrico Taglietti', 'startMemberOf', 'MedStar Health', '2022-08-03']]
[['Bartolomeo Pantò', 'startWorksFor', 'Zentiva Group', '2022-08-03']]
[['Ørskog', 'startLeader', 'Chairul Tanjung', '2022-08-03']]
[['Oliver Burton', 'endWorksFor', 'I.M.O.R.E.P', '2022-08-03']]
[['M. P. Ross', 'startMemberOf', 'European Commission', '2022-08-03']]
[['Amin Riazi', 'endWorksFor', 'MedStar Health', '2022-08-03']]
[['Ivan Yagan', 'endWorksFor', 'University of California, Los Angeles', '2022-08-03']]
[['Amin Riazi', 'endWorksFor', 'MedStar Health', '2022-08-03']]
[['Lauren M Schwartz', 'endWorksFor', 'University of Arkansas', '2022-08-04']]
[['Halima Aden', 'startMemberOf', 'Zentiva Group', '2022-08-04']]
[['Abrian Edwards', 'endWorksFor', 'I.M.O.R.E.P', '2022-08-04']]
[['Hiroshi Yoshikawa', 'startWorksFor', 'Zentiva Group', '2022-08-04']]
[['Ody Oguama', 'startWorksFor', 'European Commission', '2022-08-04']]
[['Ce Electronics Holding', 'endLeader', 'Jensen Huang', '2022-08-04']]
[['Transdev', 'endLeader', 'Heinz Hermann Thiele', '2022-08-04']]
[['Andrew Lensen', 'startWorksFor', 'MedStar Health', '2022-08-04']]
[['Atash V. Gurbanov', 'endWorksFor', 'Baku State University', '2022-08-05']]
[['Joana Duro', 'endWorksFor', 'Novo Nordisk Foundation Center for Protein Research', '2022-08-05']]
[['Henrik O\'Brien', 'startWorksFor', 'Unicapital', '2022-08-05']]
[['Hiroshi Yoshikawa', 'endWorksFor', 'Zentiva Group', '2022-08-05']]
[['Carlos Sierra', 'endWorksFor', 'University of Cantabria', '2022-08-05']]
[['Idrisa Sambú', 'startWorksFor', 'Disney Television Studios', '2022-08-05']]
[['Helena Van Tol', 'endAcademicDegree', 'Master of Business Administration', '2022-08-05']]
[['Ceará', 'startLeader', 'Libor Chrobok', '2022-08-06']]
[['Luay Anaya', 'endWorksFor', 'MedStar Health', '2022-08-06']]
[['Kulan', 'endLeader', 'Oldřich Bajer', '2022-08-06']]
[['Nikolaj Ankerstjerne Klausen', 'endWorksFor', 'MedStar Health', '2022-08-06']]
[['Idrisa Sambú', 'endWorksFor', 'Disney Television Studios', '2022-08-06']]
[['Henrik O\'Brien', 'endWorksFor', 'Unicapital', '2022-08-06']]
[['Cameron Carmical', 'startWorksFor', 'Unicapital', '2022-08-06']]
[['Deandre Ayton', 'startMemberOf', 'Disney Television Studios', '2022-08-06']]
[['Arianna Fidanza', 'startWorksFor', 'Innogy Česká Republika', '2022-08-06']]
[['EPH (company)', 'startLeader', 'Fattah Amin', '2022-08-06']]
[['Ody Oguama', 'endWorksFor', 'European Commission', '2022-08-06']]
[['Andrew Lensen', 'endWorksFor', 'MedStar Health', '2022-08-07']]
[['Bridget Joyner', 'endWorksFor', 'Federal Emergency Management Agency', '2022-08-07']]
[['Damari Parris', 'startWorksFor', 'Collis Real', '2022-08-07']]
[['Rio Grande do Sul', 'startMemberOf', 'Unicapital', '2022-08-07']]
[['Mikel Álvaro', 'endWorksFor', 'Disney Television Studios', '2022-08-07']]
[['El Anatsui', 'startMemberOf', 'Collis Real', '2022-08-07']]
[['Arianna Fidanza', 'endWorksFor', 'Innogy Česká Republika', '2022-08-07']]
[['EPH (company)', 'endLeader', 'Fattah Amin', '2022-08-07']]
[['Seyed Borhan Mousavi', 'endWorksFor', 'University of Tabriz', '2022-08-07']]
[['Arianna Fidanza', 'endWorksFor', 'Innogy Česká Republika', '2022-08-07']]
[['Eide', 'startLeader', 'Marc Asbeck', '2022-08-08']]
[['Sandi Toksvig', 'endNotableWork', 'The Great British Bake Off', '2022-08-08']]
[['Damari Parris', 'endWorksFor', 'Collis Real', '2022-08-08']]
[['Neil Garg', 'startWorksFor', 'Collis Real', '2022-08-08']]
[['Captain America: Civil War', 'endActor', 'Lena Luthor', '2022-08-08']]
[['Damari Parris', 'endWorksFor', 'Collis Real', '2022-08-08']]
[['Ashok Pabbathi', 'endWorksFor', 'Technion – Israel Institute of Technology', '2022-08-08']]
[['Cameron Carmical', 'endWorksFor', 'Unicapital', '2022-08-09']]
[['Nicolás López (footballer, born 1993)', 'startMemberOf', 'Collis Real', '2022-08-09']]
[['Mark Matthews', 'startWorksFor', 'Collis Real', '2022-08-09']]
[['Upc Infrastructure', 'endLeader', 'Larry Page', '2022-08-09']]
[['Heather Soyka', 'endWorksFor', 'University of New Mexico', '2022-08-09']]
[['Kathrin Braun', 'endWorksFor', 'University of Vienna', '2022-08-09']]
[['Fondy Bydleni 1', 'endLeader', 'Robert S. Langer', '2022-08-09']]
[['Jurrien Knibbe', 'startMemberOf', 'Collis Real', '2022-08-09']]
[['Catherine L Omosule', 'endWorksFor', 'Washington University School of Medicine', '2022-08-10']]
[['Ceará', 'endLeader', 'Libor Chrobok', '2022-08-10']]
[['Carolina Marín', 'startWorksFor', 'Collis Real', '2022-08-10']]
[['Artur Sagitov', 'startWorksFor', 'KIZ', '2022-08-10']]
[['Felix Ritzinger', 'startWorksFor', 'Endemol Shine Group', '2022-08-10']]
[['Mark Matthews', 'endWorksFor', 'Collis Real', '2022-08-10']]
[['Ceará', 'endLeader', 'Libor Chrobok', '2022-08-10']]
[['Daniela P Freitas', 'endWorksFor', 'Collis Real', '2022-08-11']]
[['Mohind C Mohan', 'endWorksFor', 'Central University of Kerala', '2022-08-11']]
[['Sammed N Mandape', 'endWorksFor', 'University of Arizona', '2022-08-11']]
[['Anthony Ochefu', 'startWorksFor', 'Collis Real', '2022-08-11']]
[['Felix Ritzinger', 'endWorksFor', 'Endemol Shine Group', '2022-08-11']]
[['Artur Sagitov', 'endWorksFor', 'KIZ', '2022-08-11']]
[['Marko Pjaca', 'startWorksFor', 'Stellenbosch University', '2022-08-11']]
[['Ncamiso B Khanyile', 'startWorksFor', 'Collis Real', '2022-08-11']]
[['Felix Ritzinger', 'endWorksFor', 'Endemol Shine Group', '2022-08-11']]
[['Anthony Ochefu', 'endWorksFor', 'Collis Real', '2022-08-12']]
[['Dylan Whitbread', 'startWorksFor', 'University of Lille Nord de France', '2022-08-12']]
[['Ncamiso B Khanyile', 'endWorksFor', 'Collis Real', '2022-08-12']]
[['Kari Bremnes', 'startMemberOf', 'Ppf Cyprus Management', '2022-08-12']]
[['Dane Norman', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-08-12']]
[['Laurent Vallet', 'startMemberOf', 'Collis Real', '2022-08-12']]
[['Marko Pjaca', 'endWorksFor', 'Stellenbosch University', '2022-08-12']]
[['Anthony Ochefu', 'endWorksFor', 'Collis Real', '2022-08-12']]
[['Berejiklian ministry (2017–2019)', 'endLeader', 'Fattah Amin', '2022-08-12']]
[['Dylan Whitbread', 'endWorksFor', 'University of Lille Nord de France', '2022-08-13']]
[['Donte Thomas', 'startWorksFor', 'Chungbuk National University', '2022-08-13']]
[['Youssouf Dao', 'startMemberOf', 'Dtu Aqua', '2022-08-13']]
[['Mukhtar Ali', 'startWorksFor', 'Hewlett Packard Enterprise', '2022-08-13']]
[['Le Mont-sur-Lausanne', 'startMemberOf', 'European Commission', '2022-08-13']]
[['Franziska L Lederer', 'endWorksFor', 'University of British Columbia', '2022-08-13']]
[['Cindy De Jonge', 'endWorksFor', 'University of Antwerp', '2022-08-14']]
[['Denise Pereira Torres', 'endWorksFor', 'University of Évora', '2022-08-14']]
[['Paula R Villamayor', 'endWorksFor', 'University of Bristol', '2022-08-14']]
[['Mira L.T. Sytsma', 'startWorksFor', 'Chungbuk National University', '2022-08-14']]
[['Mikel Maron', 'startMemberOf', 'Lower Saxony Ministry Of Science And Culture', '2022-08-14']]
[['Shelby Simmons', 'startWorksFor', 'Hewlett Packard Enterprise', '2022-08-14']]
[['Catharina Elizabeth Myburgh', 'endWorksFor', 'North-West University', '2022-08-14']]
[['Mira L.T. Sytsma', 'endWorksFor', 'Chungbuk National University', '2022-08-15']]
[['Mira L.T. Sytsma', 'endWorksFor', 'Chungbuk National University', '2022-08-15']]
[['Mukhtar Ali', 'endWorksFor', 'Hewlett Packard Enterprise', '2022-08-15']]
[['William Sánchez', 'endWorksFor', 'Francisco José de Caldas District University', '2022-08-15']]
[['Niem Stevenson', 'endWorksFor', 'European Commission', '2022-08-15']]
[['Sergi Moreno', 'startMemberOf', 'Hewlett Packard Enterprise', '2022-08-15']]
[['Andrea Álvarez', 'startWorksFor', 'Huazhong University of Science and Technology', '2022-08-16']]
[['Perly-Certoux', 'startLeader', 'Jensen Huang', '2022-08-16']]
[['Shyheim Hicks', 'startWorksFor', 'Chungbuk National University', '2022-08-16']]
[['Arthur J. Ray', 'startWorksFor', 'Zentiva Group', '2022-08-16']]
[['Huajian Liu', 'startWorksFor', 'Catalan Institute Of Chemical Research', '2022-08-16']]
[['Bartolomeo Pantò', 'endWorksFor', 'Zentiva Group', '2022-08-16']]
[['Shelby Simmons', 'endWorksFor', 'Hewlett Packard Enterprise', '2022-08-16']]
[['E Andrew Pitchford', 'endWorksFor', 'University of Michigan', '2022-08-16']]
[['Huajian Liu', 'endWorksFor', 'Catalan Institute Of Chemical Research', '2022-08-17']]
[['Maciej Grzybek', 'endWorksFor', 'University of Life Sciences in Lublin', '2022-08-17']]
[['Benoît Puga', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-08-17']]
[['Tiago Mesquita', 'startMemberOf', 'The Pretenders', '2022-08-17']]
[['Neil Garg', 'endWorksFor', 'Collis Real', '2022-08-17']]
[['Huajian Liu', 'endWorksFor', 'Catalan Institute Of Chemical Research', '2022-08-17']]
[['Pedro Henrique Marks Duarte', 'endWorksFor', 'Federal University of Uberlândia', '2022-08-17']]
[['Neil Garg', 'endWorksFor', 'Collis Real', '2022-08-17']]
[['Neil Garg', 'endWorksFor', 'Collis Real', '2022-08-17']]
[['Donte Thomas', 'endWorksFor', 'Chungbuk National University', '2022-08-17']]
[['Ørskog', 'endLeader', 'Chairul Tanjung', '2022-08-17']]
[['Yoshimasa Watanabe', 'startMemberOf', 'Zentiva Group', '2022-08-17']]
[['Donte Thomas', 'endWorksFor', 'Chungbuk National University', '2022-08-17']]
[['Benoît Puga', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-08-18']]
[['Perly-Certoux', 'endLeader', 'Jensen Huang', '2022-08-18']]
[['Matheus Silveira', 'startWorksFor', 'Community Université Grenoble Alpes', '2022-08-18']]
[['Stephany Flores Ramos', 'startWorksFor', 'Fondy Bydleni 1', '2022-08-18']]
[['Serhiy Kotenko', 'startMemberOf', 'Zentiva Group', '2022-08-18']]
[['Yvonne Aki-Sawyerr', 'startWorksFor', 'University of Lille Nord de France', '2022-08-19']]
[['Eduardo Hernández-Sonseca', 'startWorksFor', 'Community Université Grenoble Alpes', '2022-08-19']]
[['Ivica Osim', 'startMemberOf', 'Chungbuk National University', '2022-08-19']]
[['Fang-Xin Wang', 'startMemberOf', 'Tufts University', '2022-08-19']]
[['Marius Rusu', 'startWorksFor', 'University of Lille Nord de France', '2022-08-20']]
[['Aaron Rohlman', 'startWorksFor', 'Shaka Ponk', '2022-08-20']]
[['Lauren Spinner', 'startWorksFor', 'Hospital General Universitario Gregorio Marañón', '2022-08-20']]
[['Cecilia Benoit', 'startWorksFor', 'University of Lille Nord de France', '2022-08-20']]
[['Bank of China', 'startLeader', 'Lena Luthor', '2022-08-20']]
[['Financial Intelligence Unit', 'startMemberOf', 'George Mason University', '2022-08-20']]
[['Amir Abrashi', 'startMemberOf', 'Huazhong University of Science and Technology', '2022-08-20']]
[['Zapopan', 'startLeader', 'Libor Chrobok', '2022-08-20']]
[['Eide', 'endLeader', 'Marc Asbeck', '2022-08-21']]
[['Vladivostok', 'endLeader', 'Radovan Vítek', '2022-08-21']]
[['Stephen L J Luckham', 'startMemberOf', 'Community Université Grenoble Alpes', '2022-08-21']]
[['Malick Mané', 'startWorksFor', 'Disney Television Studios', '2022-08-21']]
[['Dan Renouf', 'startMemberOf', 'Community Université Grenoble Alpes', '2022-08-21']]
[['Melanie Standish', 'startWorksFor', 'University of Lille Nord de France', '2022-08-21']]
[['Rio Grande do Sul', 'startLeader', 'Libor Chrobok', '2022-08-22']]
[['Sinan Sağlam', 'startWorksFor', 'Huazhong University of Science and Technology', '2022-08-22']]
[['Donovan Mitchell', 'startMemberOf', 'Disney Television Studios', '2022-08-22']]
[['Vanni Noferini', 'endOwns', 'Duncan Laurence', '2022-08-22']]
[['Jammu and Kashmir (state)', 'startLeader', 'Robert S. Langer', '2022-08-23']]
[['Second Conte government', 'startLeader', 'Marc Asbeck', '2022-08-23']]
[['Lucy Porter', 'startWorksFor', 'Acronym (organization)', '2022-08-24']]
[['Jérémy Doku', 'startWorksFor', 'Huazhong University of Science and Technology', '2022-08-24']]
[['Planters', 'startLeader', 'Oldřich Bajer', '2022-08-25']]
[['Nordea', 'startLeader', 'Elon Musk', '2022-08-25']]
[['George Green (footballer, born 1996)', 'startWorksFor', 'Advanced Analytical Technologies (United States)', '2022-08-25']]
[['Robbie Skead', 'startWorksFor', 'University of Lille Nord de France', '2022-08-25']]
[['Yotam Soreq', 'startWorksFor', 'University of Lille Nord de France', '2022-08-27']]
[['Ashley Bagley', 'startWorksFor', 'Disney Television Studios', '2022-08-27']]
[['David Loera', 'startWorksFor', 'Advanced Analytical Technologies (United States)', '2022-08-27']]
[['Wirecard', 'startLeader', 'Radovan Vítek', '2022-08-28']]
[['Emily Berndt', 'startWorksFor', 'Community Université Grenoble Alpes', '2022-08-29']]
[['Izamal Municipality', 'startLeader', 'Radovan Vítek', '2022-08-29']]
[['Cristina Figueras-Puig', 'startWorksFor', 'Chesapeake Regional Medical Center', '2022-08-30']]
[['Wirecard', 'endLeader', 'Radovan Vítek', '2022-09-01']]
[['Lamontray Harris', 'startAcademicDegree', 'Master of Arts', '2022-09-01']]
[['C.J. Duff', 'award', 'Master of Music', '2022-09-01']]
[['Rob Schmitt', 'startNotableWork', 'Fox & Friends First', '2022-09-01']]
[['Derrick Luckassen', 'startMemberOf', 'Chesapeake Regional Medical Center', '2022-09-01']]
[['Jörg Widmann', 'startAcademicDegree', 'Master of Music', '2022-09-01']]
[['Moussa Kone', 'startMemberOf', 'University of Kent', '2022-09-01']]
[['Bethany Lusch', 'startAcademicDegree', 'Master of Arts', '2022-09-01']]
[['Marius Rusu', 'award', 'Master of Business Administration', '2022-09-01']]
[['William Durham', 'startMemberOf', 'Weill Cornell Medicine', '2022-09-01']]
[['Penghui Li', 'startMemberOf', 'Federal Ministry of Education and Research (Germany)', '2022-09-01']]
[['João Paulo Mendes Tribst', 'endWorksFor', 'Academic Centre For Dentistry Amsterdam', '2022-09-01']]
[['Sharon D. Dell', 'endWorksFor', 'Hospital for Sick Children (Toronto)', '2022-09-01']]
[['Sophie E Mountcastle', 'endWorksFor', 'University of Birmingham', '2022-09-01']]
[['Jose Antonio Briz', 'endWorksFor', 'CERN', '2022-09-02']]
[['Forsand', 'award', 'Master of Business Administration', '2022-09-02']]
[['Philomon Baffour', 'startWorksFor', 'Chesapeake Regional Medical Center', '2022-09-02']]
[['Jasmin Hasić', 'startNotableWork', 'Master of Arts', '2022-09-02']]
[['Yian Lin', 'startAcademicDegree', 'Master of Music', '2022-09-02']]
[['Christine Maugüé', 'startWorksFor', 'University of Leicester', '2022-09-02']]
[['Cortez Mitchell', 'startAcademicDegree', 'Master of Arts', '2022-09-02']]
[['Jammu and Kashmir (state)', 'endLeader', 'Robert S. Langer', '2022-09-02']]
[['Tzer-Yang Yu', 'startAcademicDegree', 'Master of Business Administration', '2022-09-02']]
[['Tyrese Williford', 'startAcademicDegree', 'Master of Arts', '2022-09-02']]
[['Tyrone Cohen', 'award', 'Master of Arts', '2022-09-02']]
[['Ludmiła Daniłowicz-Szymanowicz', 'startAcademicDegree', 'Master of Music', '2022-09-02']]
[['Cristina Figueras-Puig', 'endWorksFor', 'Chesapeake Regional Medical Center', '2022-09-02']]
[['Cristina Figueras-Puig', 'endWorksFor', 'Chesapeake Regional Medical Center', '2022-09-02']]
[['Stodůlky Property Park', 'startLeader', 'Oldřich Bajer', '2022-09-03']]
[['Zach Young', 'startWorksFor', 'Community Université Grenoble Alpes', '2022-09-03']]
[['Liz Armas-Egas', 'endWorksFor', 'ETH Zurich', '2022-09-03']]
[['Andrew J Freeman', 'startWorksFor', 'Icahn School of Medicine at Mount Sinai', '2022-09-03']]
[['Sailakshmi Velamoor', 'startAcademicDegree', 'Master of Arts', '2022-09-03']]
[['Émilie Simon', 'startAcademicDegree', 'Master of Fine Arts', '2022-09-03']]
[['Jakub Bouček', 'startAcademicDegree', 'Master of Fine Arts', '2022-09-03']]
[['S F Armanini', 'endWorksFor', 'Imperial College London', '2022-09-03']]
[['Koutche Kabirou', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-03']]
[['Philomon Baffour', 'endWorksFor', 'Chesapeake Regional Medical Center', '2022-09-03']]
[['Philomon Baffour', 'endWorksFor', 'Chesapeake Regional Medical Center', '2022-09-03']]
[['Second Conte government', 'endLeader', 'Marc Asbeck', '2022-09-03']]
[['Yuxiang Wang', 'endWorksFor', 'Hong Kong Polytechnic University', '2022-09-03']]
[['Lisa T Strover', 'startAcademicDegree', 'Master of Arts', '2022-09-03']]
[['Safal Khanal', 'startAcademicDegree', 'Master of Business Administration', '2022-09-03']]
[['Xuesong Yin', 'endWorksFor', 'National University of Singapore', '2022-09-04']]
[['Yuliana Yosaatmadja', 'startAcademicDegree', 'Master of Arts', '2022-09-04']]
[['Annike Krahn', 'award', 'Master of Business Administration', '2022-09-04']]
[['Elsa G Guillot', 'startAcademicDegree', 'Master of Arts', '2022-09-04']]
[['Sadiq Jalal al-Azm', 'startNotableWork', 'Master of Arts', '2022-09-04']]
[['Chêne-Bourg', 'endLeader', 'Libor Chrobok', '2022-09-04']]
[['Zach Young', 'endWorksFor', 'Community Université Grenoble Alpes', '2022-09-04']]
[['Planters', 'endLeader', 'Oldřich Bajer', '2022-09-04']]
[['Isabelle Dias', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-04']]
[['Chêne-Bourg', 'endLeader', 'Libor Chrobok', '2022-09-04']]
[['Francis Wong', 'startAcademicDegree', 'Master of Arts', '2022-09-04']]
[['Parker Van Dyke', 'startWorksFor', 'La Trobe University', '2022-09-05']]
[['Gustavo Bravo Ruiz', 'startAcademicDegree', 'Master of Arts', '2022-09-05']]
[['Jonathan Lee', 'endWorksFor', 'North York General Hospital', '2022-09-05']]
[['Eiður Guðjohnsen', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-05']]
[['Justin Roberts', 'startAcademicDegree', 'Master of Arts', '2022-09-05']]
[['Philip Maurer', 'startAcademicDegree', 'Master of Business Administration', '2022-09-05']]
[['Scp Bigaud', 'startLeader', 'John Baker (musher)', '2022-09-05']]
[['Jessica E. Spiewak', 'startWorksFor', 'Disney Television Studios', '2022-09-06']]
[['Andrew J Freeman', 'endWorksFor', 'Icahn School of Medicine at Mount Sinai', '2022-09-06']]
[['Sørum', 'startLeader', 'Libor Chrobok', '2022-09-06']]
[['Luca Martinelli', 'endWorksFor', 'MySociety', '2022-09-06']]
[['Eiður Guðjohnsen', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-06']]
[['Aaron Ray', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-07']]
[['Martina Foglizzo', 'award', 'Master of Business Administration', '2022-09-07']]
[['Wei Gao', 'startWorksFor', 'University of Leicester', '2022-09-07']]
[['Devin Booker', 'award', 'Master of Business Administration', '2022-09-07']]
[['Lufthansa Group', 'startLeader', 'Oldřich Bajer', '2022-09-07']]
[['Koutche Kabirou', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2022-09-07']]
[['Joan Veny i Clar', 'award', 'Master of Arts', '2022-09-07']]
[['Upper Bavaria', 'startLeader', 'Daniel Ek', '2022-09-08']]
