[['Timur Melekestsev', 'endMemberOf', 'FC Dynamo Makhachkala', '2022-01-01']]
[['Realdo Fili', 'endMemberOf', 'FC Botoșani', '2022-06-01']]
[['Issa Ndoye', 'endMemberOf', 'FC Mulhouse', '2022-06-01']]
[['Nusmir Fajić', 'endMemberOf', 'NK Bjelovar', '2022-06-01']]
[['Vladislav Klimovich', 'endMemberOf', 'Gyirmót FC Győr', '2022-06-01']]
[['Danique Kerkdijk', 'endMemberOf', 'Brighton & Hove Albion F. C.', '2022-06-01']]
[['Andreas Mihaiu', 'endMemberOf', 'FC Dinamo București', '2022-06-01']]
[['Sergey Karpovich', 'endMemberOf', 'FC Baltika Kaliningrad', '2022-06-01']]
[['Odise Roshi', 'endMemberOf', 'Boluspor', '2022-06-01']]
[['Baudoin Kanda', 'endMemberOf', 'FC Buzău', '2022-06-01']]
[['Gleb Yefimov', 'endMemberOf', 'FC Rogachev', '2022-06-01']]
[['Sergey Kontsevoy', 'endMemberOf', 'FC Naftan Novopolotsk', '2022-06-01']]
[['Yaroslav Oreshkevich', 'endMemberOf', 'FC Dynamo Brest', '2022-06-01']]
[['Dzyanis Kavalewski', 'endMemberOf', 'FC Znamya Truda Orekhovo-Zuyevo', '2022-06-01']]
[['Jack Wilshere', 'endMemberOf', 'Aarhus Gymnastikforening', '2022-06-01']]
[['Douglas Costa', 'endMemberOf', 'LA Galaxy', '2022-06-01']]
[['Július Szöke', 'endMemberOf', 'Hapoel Ironi Kiryat Shmona F. C.', '2022-06-01']]
[['Yamoussa Camara ( footballer)', 'endMemberOf', 'FC BATE Borisov', '2022-06-01']]
[['Yehor Klymenchuk', 'endMemberOf', 'FC Ararat-Armenia', '2022-06-01']]
[['Václav Pilař', 'endMemberOf', 'FK Jablonec', '2022-06-01']]
[['Igor Khaymanov', 'endMemberOf', 'FC Arsenal Dzerzhinsk', '2022-06-01']]
[['Aleksey Orlovich', 'endMemberOf', 'FC Ostrovets', '2022-06-01']]
[['Artem Dzyuba', 'endMemberOf', 'FC Zenit Saint Petersburg', '2022-06-01']]
[['Mario Götze', 'endMemberOf', 'PSV Eindhoven', '2022-06-01']]
[['Pavel Dolgov', 'endMemberOf', 'FC Metallurg Lipetsk', '2022-06-01']]
[['Lovre Kalinić', 'endMemberOf', 'Aston Villa F. C.', '2022-06-01']]
[['Manuel Fernandes ( footballer, born 1986)', 'endMemberOf', 'Apollon Smyrnis F. C.', '2022-06-01']]
[['Nikolay Zolotov', 'endMemberOf', 'SC Bastia', '2022-06-01']]
[['Joe Allen', 'endMemberOf', 'Stoke City F. C.', '2022-06-01']]
[['Jeff Hendrick', 'endMemberOf', 'Queens Park Rangers F. C.', '2022-06-01']]
[['Robbie Brady', 'endMemberOf', 'AFC Bournemouth', '2022-06-01']]
[['Aaron Ramsey', 'endMemberOf', 'Rangers F. C.', '2022-06-01']]
[['William ( footballer, born 1996)', 'endMemberOf', 'FC Dinamo Minsk', '2022-06-01']]
[['Senin Sebai', 'endMemberOf', 'FC Akhmat Grozny', '2022-06-01']]
[['Marko Šćepović', 'endMemberOf', 'AC Omonia', '2022-06-01']]
[['Musashi Suzuki', 'endMemberOf', 'K Beerschot VA', '2022-06-01']]
[['Marcelo ( footballer, born 1988)', 'endMemberOf', 'Real Madrid CF', '2022-06-01']]
[['Arlind Ajeti', 'endMemberOf', 'Calcio Padova', '2022-06-01']]
[['Tomáš Hubočan', 'endMemberOf', 'AC Omonia', '2022-06-01']]
[['Yury Gazinsky', 'endMemberOf', 'FC Krasnodar', '2022-06-01']]
[['Gabriel Tamaș', 'endMemberOf', 'FC Voluntari', '2022-06-01']]
[['Darko Bodul', 'endMemberOf', 'FK Sarajevo', '2022-06-01']]
[['Duje Čop', 'endMemberOf', 'NK Celje', '2022-06-01']]
[['Yaroslav Oreshkevich', 'endMemberOf', 'FC Rukh Brest', '2022-06-01']]
[['Pavel Nazarenko', 'endMemberOf', 'FC Shakhter Karagandy', '2022-06-01']]
[['Manabu Saitō', 'endMemberOf', 'Nagoya Grampus', '2022-06-01']]
[['Edinson Cavani', 'endMemberOf', 'Manchester United F. C.', '2022-06-01']]
[['Filip Valenčič', 'endMemberOf', 'FC Dinamo Minsk', '2022-06-01']]
[['Miloš Lačný', 'endMemberOf', 'FK Pohronie', '2022-06-01']]
[['Dražen Bagarić', 'endMemberOf', 'FK Sarajevo', '2022-06-01']]
[['Anton Saroka', 'endMemberOf', 'FC Arsenal Dzerzhinsk', '2022-06-01']]
[['Mikita Kieralidzi', 'endMemberOf', 'Fc Malaryta', '2022-06-01']]
[['Marcel Schmelzer', 'endMemberOf', 'Borussia Dortmund', '2022-06-01']]
[['Diego Rossi', 'endMemberOf', 'Fenerbahçe S. K. ( football)', '2022-06-01']]
[['Michael Woodley', 'endWorksFor', 'Vrije Universiteit Brussel', '2022-06-01']]
[['Yevgeny Zemko', 'endMemberOf', 'FC Murom', '2022-06-01']]
[['Vitor Feijão', 'startMemberOf', 'FC Shakhtyor Soligorsk', '2022-06-01']]
[['Bogdan Gavrilă', 'startMemberOf', 'FC Dinamo București', '2022-06-01']]
[['Aleksandr Poznyak', 'endMemberOf', 'FC Minsk', '2022-06-01']]
[['James Chester', 'endMemberOf', 'Stoke City F. C.', '2022-06-01']]
[['Lucas Leiva', 'endMemberOf', 'S. S. Lazio', '2022-06-01']]
[['Miralem Pjanić', 'endMemberOf', 'Beşiktaş ( football club)', '2022-06-01']]
[['Jayden Oosterwolde', 'endMemberOf', 'FC Twente', '2022-06-01']]
[['Yamoussa Camara ( footballer)', 'endMemberOf', 'FC Rukh Brest', '2022-06-01']]
[['Giorgio Chiellini', 'endMemberOf', 'Juventus F. C.', '2022-06-01']]
[['Sofiane Feghouli', 'endMemberOf', 'Galatasaray S. K. ( football)', '2022-06-01']]
[['Yevgeny Pomazan', 'endMemberOf', 'FC Chayka Peschanokopskoye', '2022-06-01']]
[['Salvatore Sirigu', 'endMemberOf', 'Genoa C. F. C.', '2022-06-01']]
[['Umaru Bangura', 'endMemberOf', 'Neuchâtel Xamax FCS', '2022-06-01']]
[['Yuta Nakayama', 'endMemberOf', 'PEC Zwolle', '2022-06-01']]
[['Magdalena Żemojtel-Piotrowska', 'startAcademicDegree', 'Scientific Professorship Degree generic instance', '2022-06-01']]
[['Maksim Lutskiy', 'startMemberOf', 'FC Naftan Novopolotsk', '2022-06-01']]
[['Ion Nicolaescu', 'endMemberOf', 'Maccabi Petah Tikva F. C.', '2022-06-01']]
[['Pavel Sedko', 'endMemberOf', 'FC Torpedo Moscow', '2022-06-01']]
[['Mikhail Gordeychuk', 'endMemberOf', 'FK Liepāja', '2022-06-01']]
[['Aleksey Orlovich', 'startMemberOf', 'FC Arsenal Dzerzhinsk', '2022-06-01']]
[['Pavel Sedko', 'startMemberOf', 'FC Gomel', '2022-06-01']]
[['Cristian Dumitru', 'endMemberOf', 'FC Argeș Pitești', '2022-06-01']]
[['Constantin Dima', 'endMemberOf', 'FC UTA Arad', '2022-06-01']]
[['Pavel Nazarenko', 'startMemberOf', 'FC Akzhayik', '2022-06-01']]
[['Marko Pjaca', 'endMemberOf', 'Torino F. C.', '2022-06-01']]
[['Oleksiy Zbun', 'endMemberOf', 'FC Kryvbas Kryvyi Rih', '2022-06-01']]
[['Ayrton Mboko', 'startMemberOf', 'FC Viitorul Constanța', '2022-06-01']]
[['Ablaye Mbengue', 'endMemberOf', 'Al-Arabi SC ( Kuwait)', '2022-06-01']]
[['Denys Shelikhov', 'endMemberOf', 'FC Metalist 1925 Kharkiv', '2022-06-01']]
[['Fraser Forster', 'endMemberOf', 'Southampton F. C.', '2022-06-01']]
[['Maksim Artemchuk', 'startMemberOf', 'FC Dynamo Brest', '2022-06-01']]
[['Martin Kelly ( footballer)', 'endMemberOf', 'Crystal Palace F. C.', '2022-06-01']]
[['Martín Cáceres', 'endMemberOf', 'Levante UD', '2022-06-01']]
[['Georgios Katsikas', 'endMemberOf', 'FC Lokomotiv 1929 Sofia', '2022-06-01']]
[['Yaroslav Martynyuk', 'endMemberOf', 'FC Rukh Lviv', '2022-06-01']]
[['Divock Origi', 'endMemberOf', 'Liverpool F. C.', '2022-06-01']]
[['Sergio Romero', 'endMemberOf', 'Venezia F. C.', '2022-06-01']]
[['Pedro Perlaza', 'endMemberOf', 'C. S. D. Independiente del Valle', '2022-06-01']]
[['Sergey Kontsevoy', 'startMemberOf', 'FC Arsenal Dzerzhinsk', '2022-06-01']]
[['Radu-Ștefan Zamfir', 'endMemberOf', 'FC Buzău', '2022-06-01']]
[['Nemanja Matić', 'endMemberOf', 'Manchester United F. C.', '2022-06-01']]
[['Nolito', 'endMemberOf', 'RC Celta de Vigo', '2022-06-01']]
[['Juan Mata', 'endMemberOf', 'Manchester United F. C.', '2022-06-01']]
[['Bekim Balaj', 'endMemberOf', 'Boluspor', '2022-06-01']]
[['Nivaldo ( footballer, born July 1988)', 'endMemberOf', 'Anadia F. C.', '2022-06-01']]
[['Olabiran Muyiwa', 'endMemberOf', 'HNK Gorica', '2022-06-01']]
[['Alessandro Florenzi', 'endMemberOf', 'A. S. Roma', '2022-06-01']]
[['Mirko Ivanovski', 'startMemberOf', 'FC Petrolul Ploiești', '2022-06-01']]
[['Aleksandar Filipović ( footballer)', 'endMemberOf', 'FC BATE Borisov', '2022-06-01']]
[['Cristian Dumitru', 'startMemberOf', 'CS Mioveni', '2022-06-01']]
[['Alyaksandr Martynovich', 'endMemberOf', 'FC Krasnodar', '2022-06-01']]
[['Dénis Duarte', 'endMemberOf', 'FC Tom Tomsk', '2022-06-01']]
[['Daniil Kovalev', 'endMemberOf', 'FC Lokomotiv Gomel', '2022-06-01']]
[['José Sosa', 'endMemberOf', 'Fenerbahçe S. K. ( football)', '2022-06-01']]
[['Maksim Samatoj', 'endMemberOf', 'FC Energetik-BGU Minsk', '2022-06-01']]
[['Ángel Di María', 'endMemberOf', 'Paris Saint-Germain F. C.', '2022-06-01']]
[['Fanos Katelaris', 'endMemberOf', 'Apollon Limassol FC', '2022-06-01']]
[['Merih Demiral', 'endMemberOf', 'Atalanta B. C.', '2022-06-01']]
[['Đorđe Ivanović', 'endMemberOf', 'FC Shakhtyor Soligorsk', '2022-06-01']]
[['Bas Dost', 'endMemberOf', 'Club Brugge KV', '2022-06-01']]
[['Andriy Yarmolenko', 'endMemberOf', 'West Ham United F. C.', '2022-06-01']]
[['Moussa Sissoko', 'endMemberOf', 'Watford F. C.', '2022-06-01']]
[['Šime Vrsaljko', 'endMemberOf', 'Atlético Madrid', '2022-06-01']]
[['Dries Mertens', 'endMemberOf', 'S. S. C. Napoli', '2022-06-01']]
[['Andriy Markovych', 'endMemberOf', 'FC Karpaty Lviv', '2022-06-01']]
[['Max Meyer ( footballer)', 'endMemberOf', 'FC Midtjylland', '2022-06-01']]
[['Anthony Martial', 'endMemberOf', 'Sevilla FC', '2022-06-01']]
[['Jason Denayer', 'endMemberOf', 'Olympique Lyonnais', '2022-06-01']]
[['Aleksandr Pavlovets', 'endMemberOf', 'FC Rostov', '2022-06-01']]
[['Ricardo Quaresma', 'endMemberOf', 'Vitória S. C.', '2022-06-01']]
[['Aleksandr Chizh ( footballer, born 2002)', 'endMemberOf', 'FC Rogachev', '2022-06-01']]
[['Luiz Gustavo', 'endMemberOf', 'Fenerbahçe S. K. ( football)', '2022-06-01']]
[['Layonel Adams', 'startMemberOf', 'FK Budućnost Podgorica', '2022-06-01']]
[['Cyrus Christie', 'endMemberOf', 'Fulham F. C.', '2022-06-01']]
[['Nani ( footballer)', 'endMemberOf', 'Venezia F. C.', '2022-06-01']]
[['Vitaliy Kvashuk', 'endMemberOf', 'Aris Limassol FC', '2022-06-01']]
[['Gylfi Sigurðsson', 'endMemberOf', 'Everton F. C.', '2022-06-01']]
[['Ihar Stasevich', 'endMemberOf', 'FC Chayka Peschanokopskoye', '2022-06-01']]
[['Jefferson Montero', 'endMemberOf', 'Querétaro F. C.', '2022-06-01']]
[['Mauricio Isla', 'endMemberOf', 'CR Flamengo', '2022-06-01']]
[['Ko Itakura', 'endMemberOf', 'FC Schalke 04', '2022-06-01']]
[['Ahmed Suhail', 'endMemberOf', 'Al-Arabi SC ( Qatar)', '2022-06-01']]
[['Eliaquim Mangala', 'endMemberOf', 'AS Saint-Étienne', '2022-06-01']]
[['Kehinde Fatai', 'endMemberOf', 'FC Argeș Pitești', '2022-06-01']]
[['Héctor Herrera', 'endMemberOf', 'Atlético Madrid', '2022-06-01']]
[['Andre de Jong', 'endMemberOf', 'AmaZulu F. C.', '2022-06-01']]
[['Andrea Belotti', 'endMemberOf', 'Torino F. C.', '2022-06-01']]
[['Cyrus Christie', 'endMemberOf', 'Swansea City A. F. C.', '2022-06-01']]
[['Vladislav Nuriev', 'startMemberOf', 'FC Belshina Bobruisk', '2022-06-01']]
[['Kosuke Ota', 'endMemberOf', 'Perth Glory FC', '2022-06-01']]
[['Diego Godín', 'endMemberOf', 'Clube Atlético Mineiro', '2022-06-01']]
[['Gareth Bale', 'endMemberOf', 'Real Madrid CF', '2022-06-01']]
[['Gary Cahill', 'endMemberOf', 'AFC Bournemouth', '2022-06-01']]
[['Gervinho', 'endMemberOf', 'Trabzonspor', '2022-06-01']]
[['Artem Kontsevoy ( footballer, born 1999)', 'endMemberOf', 'FC Rukh Brest', '2022-06-01']]
[['Armando Sadiku', 'endMemberOf', 'UD Las Palmas', '2022-06-01']]
[['Nikita Supranovich', 'endMemberOf', 'FC Zenit-2 Saint Petersburg', '2022-06-01']]
[['Ergys Kaçe', 'endMemberOf', 'Veria F. C.', '2022-06-01']]
[['Joel Fameyeh', 'endMemberOf', 'FC Orenburg', '2022-06-01']]
[['Domagoj Vida', 'endMemberOf', 'Beşiktaş J. K.', '2022-06-01']]
[['Yuriy Habovda', 'endMemberOf', 'FK Dukla Prague', '2022-06-01']]
[['Massimo Luongo', 'endMemberOf', 'Sheffield Wednesday F. C.', '2022-06-01']]
[['Hörður Björgvin Magnússon', 'endMemberOf', 'PFC CSKA Moscow', '2022-06-01']]
[['Aiden McGeady', 'endMemberOf', 'Sunderland A. F. C.', '2022-06-01']]
[['Nikita Supranovich', 'endMemberOf', 'FC Zenit Saint Petersburg', '2022-06-01']]
[['Bojan Dubajić', 'endMemberOf', 'Enosis Neon Paralimni FC', '2022-06-01']]
[['Albert Mikhaylov', 'startMemberOf', 'FC Lida', '2022-06-01']]
[['Federico Bernardeschi', 'endMemberOf', 'Juventus F. C.', '2022-06-01']]
[['Yuliy Kuznetsov', 'startMemberOf', 'FC Naftan Novopolotsk', '2022-06-01']]
[['Alan Dzagoev', 'endMemberOf', 'PFC CSKA Moscow', '2022-06-01']]
[['Philippe Coutinho', 'endMemberOf', 'FC Barcelona', '2022-06-01']]
[['Dominik Dinga', 'endMemberOf', 'FC Ural Yekaterinburg', '2022-06-01']]
[['Sergio Rico', 'endMemberOf', 'RCD Mallorca', '2022-06-01']]
[['Chaitanya Joshi', 'endWorksFor', 'University of Waikato', '2022-06-01']]
[['Anton Chichkan', 'endMemberOf', 'FC Ufa', '2022-06-01']]
[['Gastón Ramírez', 'endMemberOf', 'A. C. Monza', '2022-06-01']]
[['Ante Ćorić', 'endMemberOf', 'FC Zürich', '2022-06-01']]
[['Gabriel Tamaș', 'startMemberOf', 'FC Petrolul Ploiești', '2022-06-01']]
[['Maksim Samatoj', 'startMemberOf', 'FC Lida', '2022-06-01']]
[['Shane Long', 'endMemberOf', 'Southampton F. C.', '2022-06-01']]
[['Mirko Ivanovski', 'endMemberOf', 'FC Dinamo București', '2022-06-01']]
[['Kevin Strootman', 'endMemberOf', 'Cagliari Calcio', '2022-06-01']]
[['Layonel Adams', 'endMemberOf', 'FC Van', '2022-06-01']]
[['Alyaksey Hawrylovich', 'endMemberOf', 'FC Chayka Peschanokopskoye', '2022-06-01']]
[['Axel Witsel', 'endMemberOf', 'Borussia Dortmund', '2022-06-01']]
[['Vladimir Medved', 'endMemberOf', 'FC Sioni Bolnisi', '2022-06-01']]
[['Andrey Klimovich', 'endMemberOf', 'FC Kuban Krasnodar ( 2018)', '2022-06-01']]
[['Abdullah Hassoun', 'endMemberOf', 'Al-Tai FC', '2022-06-01']]
[['Fernandinho ( footballer, born May 1985)', 'endMemberOf', 'Manchester City F. C.', '2022-06-01']]
[['Jordan Lukaku', 'endMemberOf', 'S. S. Lazio', '2022-06-01']]
[['José Luis Miñano', 'endMemberOf', 'CF La Nucía', '2022-06-01']]
[['Federico Marchetti', 'endMemberOf', 'Genoa C. F. C.', '2022-06-01']]
[['Ayrton Mboko', 'endMemberOf', 'LPS HD Clinceni', '2022-06-01']]
[['Jordan Lukaku', 'endMemberOf', 'Vicenza Calcio', '2022-06-01']]
[['Oleksandr Safonov', 'endMemberOf', 'FC LNZ Cherkasy', '2022-06-01']]
[['Ivan Perišić', 'endMemberOf', 'Inter Milan', '2022-06-01']]
[['Milovan Kapor', 'endMemberOf', 'FK Pohronie', '2022-06-01']]
[['Shinji Okazaki', 'endMemberOf', 'FC Cartagena', '2022-06-01']]
[['Matthias Ginter', 'endMemberOf', 'Borussia Mönchengladbach', '2022-06-01']]
[['Oleksiy Khoblenko', 'endMemberOf', 'FCI Levadia Tallinn', '2022-06-01']]
[['Sergei Makarov ( footballer)', 'endMemberOf', 'FC Rotor Volgograd', '2022-06-01']]
[['Oleksiy Shchebetun', 'endMemberOf', 'FC Obolon Kyiv', '2022-06-01']]
[['Benoît Costil', 'endMemberOf', 'FC Girondins de Bordeaux', '2022-06-01']]
[['Alexandre Lacazette', 'endMemberOf', 'Arsenal F. C.', '2022-06-02']]
[['Besard Šabović', 'endMemberOf', 'FC Khimki', '2022-06-03']]
[['Roman Davyskiba', 'startMemberOf', 'Belarus national under-21 football team', '2022-06-04']]
[['Victor Trotsyuk', 'startMemberOf', 'Fc Niva Doŭbizna', '2022-06-04']]
[['Matthew Gibson ( cyclist)', 'endMemberOf', 'AT85 Pro Cycling', '2022-06-05']]
[['Jesús Alfaro', 'endMemberOf', 'UD Logroñés', '2022-06-05']]
[['Andrey Solovey', 'startMemberOf', 'Belarus national football team', '2022-06-06']]
[['Yaroslav Oreshkevich', 'startMemberOf', 'Belarus national under-21 football team', '2022-06-08']]
[['Vladislav Morozov', 'startMemberOf', 'Belarus national under-21 football team', '2022-06-08']]
[['Alfio Pelliccioni', 'endMemberOf', 'U. S. Catanzaro 1929', '2022-06-09']]
[['Pavel Sedko', 'startMemberOf', 'Belarus national football team', '2022-06-10']]
[['Roman Begunov', 'startMemberOf', 'Belarus national football team', '2022-06-10']]
[['Vyacheslav Kaminsky', 'startMemberOf', 'FC Ostrovets', '2022-06-11']]
[['Lee Kang-in', 'endMemberOf', 'South Korea national under-23 football team', '2022-06-12']]
[['Dmitry Bessmertny', 'startMemberOf', 'Belarus national football team', '2022-06-13']]
[['Michael Amir Murillo', 'startMemberOf', 'Panama national football team generic instance', '2022-06-13']]
[['Pavel Pavlyuchenko', 'startMemberOf', 'Belarus national football team', '2022-06-13']]
[['Alexandru Dandea', 'endMemberOf', 'FC Rapid București', '2022-06-13']]
[['Merih Demiral', 'endMemberOf', 'Juventus F. C.', '2022-06-17']]
[['Valentin Baume', 'endMemberOf', 'US Boulogne', '2022-06-19']]
[['Merih Demiral', 'startMemberOf', 'Turkey national football team', '2022-06-19']]
[['Dimitri Payet', 'startAward', 'Knight Of The National Order Of Merit generic instance', '2022-06-20']]
[['Diego Godín', 'startMemberOf', 'Club Atlético Vélez Sarsfield', '2022-06-21']]
[['Diego Godín', 'startMemberOf', 'Uruguay national football team generic instance', '2022-06-21']]
[['Alexys Brunel', 'endMemberOf', 'UAE Team Emirates', '2022-06-22']]
[['Alessandro Fedeli', 'startMemberOf', 'Eolo– Kometa', '2022-06-22']]
[['Andrea Piccolo', 'startMemberOf', 'GW Shimano– Sidermec', '2022-06-24']]
[['Luis Paradela', 'endSportNumber', '"9"', '2022-06-27']]
[['Luis Paradela', 'endMemberOf', 'Santos de Guápiles F. C.', '2022-06-27']]
[['Rasmus Byriel Iversen', 'endMemberOf', 'Team Herning Ck Elite', '2022-06-27']]
[['Thibault Corbaz', 'startMemberOf', 'FC Winterthur', '2022-06-28']]
[['Aleksey Nosko', 'startMemberOf', 'FC BATE Borisov', '2022-06-29']]
[['William Saliba', 'endMemberOf', 'Olympique de Marseille', '2022-06-30']]
[['David Ospina', 'endMemberOf', 'S. S. C. Napoli', '2022-06-30']]
[['Anthony Contreras', 'endMemberOf', 'A. D. Guanacasteca', '2022-06-30']]
[['Braian Cufré', 'endMemberOf', 'Málaga CF', '2022-06-30']]
[['Christophe Lepoint', 'endMemberOf', 'Royal Excel Mouscron', '2022-06-30']]
[['Susbhan Das', 'endWorksFor', 'Aalto University', '2022-06-30']]
[['Matteo Guendouzi', 'endMemberOf', 'Olympique de Marseille', '2022-06-30']]
[['Rodrigo Battaglia', 'endMemberOf', 'RCD Mallorca', '2022-06-30']]
[['Javon East', 'endSportNumber', '"10"', '2022-06-30']]
[['Cesc Fàbregas', 'endMemberOf', 'AS Monaco FC', '2022-06-30']]
[['Lars Dietz', 'endMemberOf', 'Würzburger Kickers', '2022-06-30']]
[['Daniel Ballard', 'endMemberOf', 'Millwall F. C.', '2022-06-30']]
[['Charly Jan', 'endMemberOf', 'Football Bourg-en-Bresse Péronnas 01', '2022-06-30']]
[['Thomas Ephestion', 'endMemberOf', 'K. V. C. Westerlo', '2022-06-30']]
[['Ainsley Maitland-Niles', 'endMemberOf', 'A. S. Roma', '2022-06-30']]
[['Lukas Sulaj Kloppenborg', 'endMemberOf', 'Holbæk Cykelsport', '2022-06-30']]
[['Héctor Bellerín', 'endMemberOf', 'Real Betis', '2022-06-30']]
[['Konstantinos Mavropanos', 'endMemberOf', 'VfB Stuttgart', '2022-06-30']]
[['Vedat Muriqi', 'endMemberOf', 'RCD Mallorca', '2022-06-30']]
[['Pau Cendrós', 'endMemberOf', 'CE Campos', '2022-06-30']]
[['Pablo Marí', 'endMemberOf', 'Udinese Calcio', '2022-06-30']]
[['Lago Junior', 'endMemberOf', 'SD Huesca', '2022-06-30']]
[['Lucas Torreira', 'endMemberOf', 'ACF Fiorentina', '2022-06-30']]
[['Albert Bunjaku', 'endMemberOf', 'Bonner SC', '2022-06-30']]
[['Rúnar Alex Rúnarsson', 'endMemberOf', 'Oud-Heverlee Leuven', '2022-06-30']]
[['Elijah Burns', 'startMemberOf', 'Kagoshima Rebnise', '2022-06-30']]
[['Aleksey Nosko', 'startMemberOf', 'FC Maktaaral', '2022-07-01']]
[['Yevgeny Kozel', 'startMemberOf', 'FC Shakhtyor Petrikov', '2022-07-01']]
[['Aleksandr Chizh ( footballer, born 2002)', 'startMemberOf', 'FC Osipovichi', '2022-07-01']]
[['University of Gothenburg', 'startMemberOf', 'Eutopia European University', '2022-07-01']]
[['Shahrom Samiev', 'endMemberOf', 'FC Torpedo-BelAZ Zhodino', '2022-07-01']]
[['Pompeu Fabra University', 'startMemberOf', 'Eutopia European University', '2022-07-01']]
[['Laurențiu Brănescu', 'endMemberOf', 'FC Viitorul Constanța', '2022-07-01']]
[['Renan Bressan', 'startMemberOf', 'Vila Nova Futebol Clube', '2022-07-01']]
[['Shokhboz Umarov', 'startMemberOf', 'FC Ordabasy', '2022-07-01']]
[['Benoît Costil', 'startMemberOf', 'AJ Auxerre', '2022-07-01']]
[['Ilyaz Safi', 'startMemberOf', 'FC Orsha', '2022-07-01']]
[['Ko Itakura', 'endMemberOf', 'Manchester City F. C.', '2022-07-01']]
[['Daniil Miroshnikov', 'startMemberOf', 'FC Dynamo Brest', '2022-07-01']]
[['Vadim Crîcimari', 'startMemberOf', 'AFC Dacia Unirea Brăila', '2022-07-01']]
[['Yegor Bogomolsky', 'endMemberOf', 'FC Minsk', '2022-07-01']]
[['Ca\' Foscari University of Venice', 'startMemberOf', 'Eutopia European University', '2022-07-01']]
