[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-01']]
[['Lauren Spinner', 'award', 'Master of Business Administration', '2026-08-02']]
[['Otavalo (city)', 'endLeader', 'Jensen Huang', '2026-08-02']]
[['Miryne Thomas', 'award', 'Master of Fine Arts', '2026-08-02']]
[['Luay Anaya', 'startWorksFor', 'MedStar Health', '2026-08-02']]
[['Niem Stevenson', 'startWorksFor', 'European Commission', '2026-08-02']]
[['Bam Adebayo', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-02']]
[['Reagan Nicole', 'endWorksFor', 'MedStar Health', '2026-08-02']]
[['Otavalo (city)', 'endLeader', 'Jensen Huang', '2026-08-02']]
[['Dmytro Serhiyovych Osadchyi', 'endWorksFor', 'MedStar Health', '2026-08-02']]
[['Ben Oberfeld', 'startMemberOf', 'MedStar Health', '2026-08-03']]
[['Kobe Paras', 'award', 'Master of Music', '2026-08-03']]
[['Enrico Taglietti', 'startMemberOf', 'MedStar Health', '2026-08-03']]
[['Alex Ashman', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-03']]
[['Bartolomeo Pantò', 'startWorksFor', 'Zentiva Group', '2026-08-03']]
[['Ørskog', 'startLeader', 'Chairul Tanjung', '2026-08-03']]
[['Leo Goodman', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-03']]
[['Oliver Burton', 'endWorksFor', 'I.M.O.R.E.P', '2026-08-03']]
[['M. P. Ross', 'startMemberOf', 'European Commission', '2026-08-03']]
[['Matthew Whichelow', 'endPlaysIn', 'National Hockey League', '2026-08-03']]
[['Amin Riazi', 'endWorksFor', 'MedStar Health', '2026-08-03']]
[['Ivan Yagan', 'endWorksFor', 'University of California, Los Angeles', '2026-08-03']]
[['Mira L.T. Sytsma', 'startAcademicDegree', 'Master of Education', '2026-08-03']]
[['Amin Riazi', 'endWorksFor', 'MedStar Health', '2026-08-03']]
[['Wei E.I. Sha', 'startAcademicDegree', 'Master of Education', '2026-08-03']]
[['Jasmine Khaliq', 'startAcademicDegree', 'Master of Business Administration', '2026-08-03']]
[['Lauren M Schwartz', 'endWorksFor', 'University of Arkansas', '2026-08-04']]
[['Halima Aden', 'startMemberOf', 'Zentiva Group', '2026-08-04']]
[['Abrian Edwards', 'endWorksFor', 'I.M.O.R.E.P', '2026-08-04']]
[['Brock Jancek', 'award', 'Master of Education', '2026-08-04']]
[['Cortez Mitchell', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-04']]
[['David Lilien', 'startAcademicDegree', 'Master of Music', '2026-08-04']]
[['Hiroshi Yoshikawa', 'startWorksFor', 'Zentiva Group', '2026-08-04']]
[['Ody Oguama', 'startWorksFor', 'European Commission', '2026-08-04']]
[['Ce Electronics Holding', 'endLeader', 'Jensen Huang', '2026-08-04']]
[['Gabe Hadley', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-04']]
[['Luis Hurtado', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-04']]
[['Transdev', 'endLeader', 'Heinz Hermann Thiele', '2026-08-04']]
[['Mansa Nair', 'startAcademicDegree', 'Master of Music', '2026-08-04']]
[['Andrew Lensen', 'startWorksFor', 'MedStar Health', '2026-08-04']]
[['Cara Brosnahan', 'startAcademicDegree', 'Master of Business Administration', '2026-08-04']]
[['Lucy Copper', 'startAcademicDegree', 'Master of Education', '2026-08-04']]
[['Atash V. Gurbanov', 'endWorksFor', 'Baku State University', '2026-08-05']]
[['Dimitri Pletschette', 'award', 'Master of Music', '2026-08-05']]
[['Atsushi Nishimoto', 'startAcademicDegree', 'Master of Music', '2026-08-05']]
[['Sarah E Morton', 'startAcademicDegree', 'Master of Business Administration', '2026-08-05']]
[['Joana Duro', 'endWorksFor', 'Novo Nordisk Foundation Center for Protein Research', '2026-08-05']]
[['Sam Culverwell', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-05']]
[['Paweł Drozd', 'startNotableWork', 'Świat Z Lotu Drozda', '2026-08-05']]
[['Henrik O\'Brien', 'startWorksFor', 'Unicapital', '2026-08-05']]
[['Hiroshi Yoshikawa', 'endWorksFor', 'Zentiva Group', '2026-08-05']]
[['Callum Rees', 'startAcademicDegree', 'Master of Business Administration', '2026-08-05']]
[['Curtis Valk', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-05']]
[['Carlos Sierra', 'endWorksFor', 'University of Cantabria', '2026-08-05']]
[['Idrisa Sambú', 'startWorksFor', 'Disney Television Studios', '2026-08-05']]
[['Amanda Vieillard', 'startAcademicDegree', 'Master of Business Administration', '2026-08-05']]
[['Anthony Henderson', 'startAcademicDegree', 'Master of Business Administration', '2026-08-05']]
[['Helena Van Tol', 'endAcademicDegree', 'Master of Business Administration', '2026-08-05']]
[['Ceará', 'startLeader', 'Libor Chrobok', '2026-08-06']]
[['Chad', 'award', 'Master of Fine Arts', '2026-08-06']]
[['Luay Anaya', 'endWorksFor', 'MedStar Health', '2026-08-06']]
[['Kulan', 'endLeader', 'Oldřich Bajer', '2026-08-06']]
[['Nikolaj Ankerstjerne Klausen', 'endWorksFor', 'MedStar Health', '2026-08-06']]
[['Idrisa Sambú', 'endWorksFor', 'Disney Television Studios', '2026-08-06']]
[['Henrik O\'Brien', 'endWorksFor', 'Unicapital', '2026-08-06']]
[['Cameron Carmical', 'startWorksFor', 'Unicapital', '2026-08-06']]
[['Tracy Hector', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-06']]
[['Deandre Ayton', 'startMemberOf', 'Disney Television Studios', '2026-08-06']]
[['Hwang Hee-chan', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-06']]
[['Arianna Fidanza', 'startWorksFor', 'Innogy Česká Republika', '2026-08-06']]
[['EPH (company)', 'startLeader', 'Fattah Amin', '2026-08-06']]
[['Tavarius Shine', 'startPlaysIn', 'National Hockey League', '2026-08-06']]
[['David Rudling', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-06']]
[['Ody Oguama', 'endWorksFor', 'European Commission', '2026-08-06']]
[['Andrew Lensen', 'endWorksFor', 'MedStar Health', '2026-08-07']]
[['Bridget Joyner', 'endWorksFor', 'Federal Emergency Management Agency', '2026-08-07']]
[['Damari Parris', 'startWorksFor', 'Collis Real', '2026-08-07']]
[['Rahmir Moore', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-07']]
[['Rio Grande do Sul', 'startMemberOf', 'Unicapital', '2026-08-07']]
[['Mikel Álvaro', 'endWorksFor', 'Disney Television Studios', '2026-08-07']]
[['El Anatsui', 'startMemberOf', 'Collis Real', '2026-08-07']]
[['Evgeny Morozov', 'endAcademicDegree', 'Master of Music', '2026-08-07']]
[['Arianna Fidanza', 'endWorksFor', 'Innogy Česká Republika', '2026-08-07']]
[['Sue Shon', 'startAcademicDegree', 'Master of Music', '2026-08-07']]
[['EPH (company)', 'endLeader', 'Fattah Amin', '2026-08-07']]
[['Seyed Borhan Mousavi', 'endWorksFor', 'University of Tabriz', '2026-08-07']]
[['Arianna Fidanza', 'endWorksFor', 'Innogy Česká Republika', '2026-08-07']]
[['Justin Wright-Foreman', 'award', 'Master of Fine Arts', '2026-08-07']]
[['Tracy Hector', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-07']]
[['Sue Adams', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-07']]
[['V.J. Holmes', 'startAcademicDegree', 'Master of Music', '2026-08-08']]
[['Michaela A U Hoesl', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-08']]
[['Alpha Okoli', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-08']]
[['Eide', 'startLeader', 'Marc Asbeck', '2026-08-08']]
[['Sandi Toksvig', 'endNotableWork', 'The Great British Bake Off', '2026-08-08']]
[['Damari Parris', 'endWorksFor', 'Collis Real', '2026-08-08']]
[['Neil Garg', 'startWorksFor', 'Collis Real', '2026-08-08']]
[['Jeff Caldwell', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-08']]
[['Banu Iyisan', 'startAcademicDegree', 'Master of Business Administration', '2026-08-08']]
[['Captain America: Civil War', 'endActor', 'Lena Luthor', '2026-08-08']]
[['Nobel Boungou Colo', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-08']]
[['Rahmir Moore', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-08']]
[['César Mateo', 'endNotableWork', 'El accidente', '2026-08-08']]
[['Oppegård', 'award', 'Master of Business Administration', '2026-08-08']]
[['Damari Parris', 'endWorksFor', 'Collis Real', '2026-08-08']]
[['Ashok Pabbathi', 'endWorksFor', 'Technion – Israel Institute of Technology', '2026-08-08']]
[['Francis Wong', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-09']]
[['Cameron Carmical', 'endWorksFor', 'Unicapital', '2026-08-09']]
[['Nicolás López (footballer, born 1993)', 'startMemberOf', 'Collis Real', '2026-08-09']]
[['Mark Matthews', 'startWorksFor', 'Collis Real', '2026-08-09']]
[['Thiago Brito', 'startAcademicDegree', 'Master of Business Administration', '2026-08-09']]
[['Upc Infrastructure', 'endLeader', 'Larry Page', '2026-08-09']]
[['Heather Soyka', 'endWorksFor', 'University of New Mexico', '2026-08-09']]
[['Greg Gainey', 'startAcademicDegree', 'Master of Business Administration', '2026-08-09']]
[['Pan Tao', 'award', 'Master of Music', '2026-08-09']]
[['Kathrin Braun', 'endWorksFor', 'University of Vienna', '2026-08-09']]
[['Fondy Bydleni 1', 'endLeader', 'Robert S. Langer', '2026-08-09']]
[['Hakeem Anchrum', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-09']]
[['Jurrien Knibbe', 'startMemberOf', 'Collis Real', '2026-08-09']]
[['Gabe Hadley', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-09']]
[['Matteo D. Gallidabino', 'startAcademicDegree', 'Master of Music', '2026-08-09']]
[['Tolu Smith', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-09']]
[['Catherine L Omosule', 'endWorksFor', 'Washington University School of Medicine', '2026-08-10']]
[['Francesco Marino', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-10']]
[['Vontay Ott', 'startAcademicDegree', 'Master of Business Administration', '2026-08-10']]
[['Maria Rosa Mills', 'startAcademicDegree', 'Master of Music', '2026-08-10']]
[['Wietse Bosmans', 'award', 'Master of Fine Arts', '2026-08-10']]
[['Ceará', 'endLeader', 'Libor Chrobok', '2026-08-10']]
[['Carolina Marín', 'startWorksFor', 'Collis Real', '2026-08-10']]
[['Myles G Garstang', 'startAcademicDegree', 'Master of Music', '2026-08-10']]
[['Artur Sagitov', 'startWorksFor', 'KIZ', '2026-08-10']]
[['Felix Ritzinger', 'startWorksFor', 'Endemol Shine Group', '2026-08-10']]
[['Mark Matthews', 'endWorksFor', 'Collis Real', '2026-08-10']]
[['Federico Bonazzoli', 'startAcademicDegree', 'Master of Education', '2026-08-10']]
[['Alec Ekeroma', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-10']]
[['Bam Adebayo', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-10']]
[['Tourcoing', 'award', 'Master of Fine Arts', '2026-08-10']]
[['Ceará', 'endLeader', 'Libor Chrobok', '2026-08-10']]
[['Daniela P Freitas', 'endWorksFor', 'Collis Real', '2026-08-11']]
[['Mohind C Mohan', 'endWorksFor', 'Central University of Kerala', '2026-08-11']]
[['Angela Cruz', 'startAcademicDegree', 'Master of Business Administration', '2026-08-11']]
[['Sammed N Mandape', 'endWorksFor', 'University of Arizona', '2026-08-11']]
[['Anthony Ochefu', 'startWorksFor', 'Collis Real', '2026-08-11']]
[['Alpha Okoli', 'startAcademicDegree', 'Master of Music', '2026-08-11']]
[['Felix Ritzinger', 'endWorksFor', 'Endemol Shine Group', '2026-08-11']]
[['Toms Skujiņš', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-11']]
[['Corbin Kaufusi', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-11']]
[['Artur Sagitov', 'endWorksFor', 'KIZ', '2026-08-11']]
[['Marko Pjaca', 'startWorksFor', 'Stellenbosch University', '2026-08-11']]
[['Denys Shelikhov', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-11']]
[['Amanda Vieillard', 'startAcademicDegree', 'Master of Music', '2026-08-11']]
[['Zaid Amso', 'startAcademicDegree', 'Master of Education', '2026-08-11']]
[['Ncamiso B Khanyile', 'startWorksFor', 'Collis Real', '2026-08-11']]
[['Felix Ritzinger', 'endWorksFor', 'Endemol Shine Group', '2026-08-11']]
[['Daniel Harrich', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-12']]
[['Nyzaiah Chambers', 'award', 'Master of Business Administration', '2026-08-12']]
[['Anthony Ochefu', 'endWorksFor', 'Collis Real', '2026-08-12']]
[['Dylan Whitbread', 'startWorksFor', 'University of Lille Nord de France', '2026-08-12']]
[['Ncamiso B Khanyile', 'endWorksFor', 'Collis Real', '2026-08-12']]
[['Kathleen Joy Walker', 'startAcademicDegree', 'Master of Business Administration', '2026-08-12']]
[['Kari Bremnes', 'startMemberOf', 'Ppf Cyprus Management', '2026-08-12']]
[['Dane Norman', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-08-12']]
[['Saša Ivković', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-12']]
[['Jane Oliver', 'startAcademicDegree', 'Master of Music', '2026-08-12']]
[['Laurent Vallet', 'startMemberOf', 'Collis Real', '2026-08-12']]
[['Marko Pjaca', 'endWorksFor', 'Stellenbosch University', '2026-08-12']]
[['Anthony Ochefu', 'endWorksFor', 'Collis Real', '2026-08-12']]
[['Trachette Jackson', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-12']]
[['Berejiklian ministry (2017–2019)', 'endLeader', 'Fattah Amin', '2026-08-12']]
[['Shawn Willett', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-12']]
[['Gary Hooper', 'award', 'Master of Education', '2026-08-13']]
[['Mariano Curti', 'startAcademicDegree', 'Master of Business Administration', '2026-08-13']]
[['Dylan Whitbread', 'endWorksFor', 'University of Lille Nord de France', '2026-08-13']]
[['Donte Thomas', 'startWorksFor', 'Chungbuk National University', '2026-08-13']]
[['Youssouf Dao', 'startMemberOf', 'Dtu Aqua', '2026-08-13']]
[['Denys Shelikhov', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-13']]
[['Jahaad Proctor', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-13']]
[['Connor Harding', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-13']]
[['Corbin Kaufusi', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-13']]
[['Kanstantsin Kastsiuchenka', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-13']]
[['Mukhtar Ali', 'startWorksFor', 'Hewlett Packard Enterprise', '2026-08-13']]
[['Josh Hart', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-13']]
[['Olive Kitteridge (miniseries)', 'startActor', 'Said Gutseriev', '2026-08-13']]
[['Le Mont-sur-Lausanne', 'startMemberOf', 'European Commission', '2026-08-13']]
[['Franziska L Lederer', 'endWorksFor', 'University of British Columbia', '2026-08-13']]
[['Phillip Russell', 'startAcademicDegree', 'Master of Education', '2026-08-13']]
[['Cindy De Jonge', 'endWorksFor', 'University of Antwerp', '2026-08-14']]
[['Denise Pereira Torres', 'endWorksFor', 'University of Évora', '2026-08-14']]
[['Paula R Villamayor', 'endWorksFor', 'University of Bristol', '2026-08-14']]
[['Mira L.T. Sytsma', 'startWorksFor', 'Chungbuk National University', '2026-08-14']]
[['Secean Johnson', 'startAcademicDegree', 'Doctor of Philosophy', '2026-08-14']]
[['Joseph K. Gallaher', 'startAcademicDegree', 'Master of Business Administration', '2026-08-14']]
[['Mikel Maron', 'startMemberOf', 'Lower Saxony Ministry Of Science And Culture', '2026-08-14']]
[['Shelby Simmons', 'startWorksFor', 'Hewlett Packard Enterprise', '2026-08-14']]
[['Theunis de Bruyn', 'award', 'Master of Education', '2026-08-14']]
[['Catharina Elizabeth Myburgh', 'endWorksFor', 'North-West University', '2026-08-14']]
[['Saša Ivković', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-14']]
[['Josh Hart', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-14']]
[['Jeff Caldwell', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-14']]
[['Parthasarathi Subramanian', 'startAcademicDegree', 'Master of Education', '2026-08-14']]
[['Daniel Frost (earth scientist)', 'startAcademicDegree', 'Master of Fine Arts', '2026-08-14']]
[['Sarah E Morton', 'startAcademicDegree', 'Master of Music', '2026-08-14']]
[['Evgeny Morozov', 'startAcademicDegree', 'Master of Music', '2026-08-15']]
[['Jacquez Henderson', 'startAcademicDegree', 'Master of Music', '2026-08-15']]
[['Tremors', 'award', 'Master of Business Administration', '2026-08-15']]
[['Mira L.T. Sytsma', 'endWorksFor', 'Chungbuk National University', '2026-08-15']]
[['Varuneswara Panyam', 'startAcademicDegree', 'Master of Music', '2026-08-15']]
[['Mira L.T. Sytsma', 'endWorksFor', 'Chungbuk National University', '2026-08-15']]
[['Jennifer L Matthews', 'startAcademicDegree', 'Master of Music', '2026-08-15']]
[['Jakub Bouček', 'startAcademicDegree', 'Master of Music', '2026-08-15']]
[['Karol Divín', 'startAcademicDegree', 'Master of Education', '2026-08-15']]
[['Alex Hart', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-15']]
[['Nathan Cobb', 'startAcademicDegree', 'Master of Arts', '2026-08-15']]
[['Mukhtar Ali', 'endWorksFor', 'Hewlett Packard Enterprise', '2026-08-15']]
[['William Sánchez', 'endWorksFor', 'Francisco José de Caldas District University', '2026-08-15']]
[['Niem Stevenson', 'endWorksFor', 'European Commission', '2026-08-15']]
[['Sergi Moreno', 'startMemberOf', 'Hewlett Packard Enterprise', '2026-08-15']]
[['Olive Kitteridge (miniseries)', 'endActor', 'Said Gutseriev', '2026-08-15']]
[['Jillian Mele', 'startNotableWork', 'Fox & Friends First', '2026-08-16']]
[['Prashant Tarale', 'award', 'Master of Fine Arts', '2026-08-16']]
[['Andrea Álvarez', 'startWorksFor', 'Huazhong University of Science and Technology', '2026-08-16']]
[['Perly-Certoux', 'startLeader', 'Jensen Huang', '2026-08-16']]
[['Andrew H. Knoll', 'award', 'Master of Music', '2026-08-16']]
[['Shyheim Hicks', 'startWorksFor', 'Chungbuk National University', '2026-08-16']]
[['Arthur J. Ray', 'startWorksFor', 'Zentiva Group', '2026-08-16']]
[['Huajian Liu', 'startWorksFor', 'Catalan Institute Of Chemical Research', '2026-08-16']]
[['Bartolomeo Pantò', 'endWorksFor', 'Zentiva Group', '2026-08-16']]
[['Zach Allison', 'endAcademicDegree', 'Master of Fine Arts', '2026-08-16']]
[['Sam Culverwell', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-08-16']]
[['Shazia Rehman', 'startNotableWork', 'Master of Business Administration', '2026-08-16']]
[['Noah Lack', 'award', 'Master of Business Administration', '2026-08-16']]
[['Shelby Simmons', 'endWorksFor', 'Hewlett Packard Enterprise', '2026-08-16']]
[['E Andrew Pitchford', 'endWorksFor', 'University of Michigan', '2026-08-16']]
[['Samantha K Stanley', 'startAcademicDegree', 'Master of Education', '2026-08-16']]
[['Huajian Liu', 'endWorksFor', 'Catalan Institute Of Chemical Research', '2026-08-17']]
[['Maciej Grzybek', 'endWorksFor', 'University of Life Sciences in Lublin', '2026-08-17']]
[['Sheng-Hsiang Lin', 'startNotableWork', 'Master of Music', '2026-08-17']]
[['Benoît Puga', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-08-17']]
[['Tiago Mesquita', 'startMemberOf', 'The Pretenders', '2026-08-17']]
[['Neil Garg', 'endWorksFor', 'Collis Real', '2026-08-17']]
[['Aaron Wan-Bissaka', 'startAcademicDegree', 'Master of Music', '2026-08-17']]
[['Huajian Liu', 'endWorksFor', 'Catalan Institute Of Chemical Research', '2026-08-17']]
[['Allanah Kenny', 'startAcademicDegree', 'Master of Music', '2026-08-17']]
[['Pedro Henrique Marks Duarte', 'endWorksFor', 'Federal University of Uberlândia', '2026-08-17']]
