[['Miķelis Fišers', 'endSpouse', 'Inga Tropa', '2022-01-01'], ['Tuulikki Närhinsalo', 'endSpouse', 'Timo Närhinsalo', '2022-09-18'], ['Zdeněk Kučera', 'endSpouse', 'Zuzana Burianová', '2022-10-25'], ['Irena Greifová', 'endSpouse', 'Josef Laufer', '2022-12-22']]
[['Stanford Humanities Center U002C Stanford University', 'startMemberOf', 'Consortium of Humanities Centers and Institutes', '2022-01-01'], ['West Texas A& M University', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['University of North Texas', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['University of Texas at Arlington', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Lawson Health Research Institute', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01'], ['University of Texas Medical Branch', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['Association of American University Presses', 'startMemberOf', 'National Coalition For History', '2022-01-01'], ['University of Texas at San Antonio', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Angelo State University', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['TRIUMF', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01'], ['Canadian Centre for Architecture', 'startMemberOf', 'Independent Research Libraries Association', '2022-01-01'], ['Texas A& M International University', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Istituto Nazionale di Fisica Nucleare', 'startMemberOf', 'Science Europe', '2022-01-01'], ['Society of American Archivists', 'startMemberOf', 'National Coalition For History', '2022-01-01'], ['Texas A& M University', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['University of Houston', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['University of Texas Permian Basin', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['Texas Tech University', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['ICES', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01'], ['Sheridan College', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Texas A& M University– Commerce', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['Harvard Radcliffe Institute', 'startMemberOf', 'Consortium of Humanities Centers and Institutes', '2022-01-01'], ['The Health Science Center at UT Tyler', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['MD Anderson Cancer Center', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Mahidol University Institute For Population And Social Research', 'startMemberOf', 'Consortium of Humanities Centers and Institutes', '2022-01-01'], ['University of Texas Health Science Center at Houston', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['School of Advanced Study', 'startMemberOf', 'Consortium of Humanities Centers and Institutes', '2022-01-01'], ['Rice University', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Baylor University', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['University of Texas Rio Grande Valley', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01'], ['American Society for Environmental History', 'startMemberOf', 'National Coalition For History', '2022-01-01'], ['University of Gothenburg', 'startMemberOf', 'Eutopia European University', '2022-07-01']]
[['Ca\' Foscari University of Venice', 'startMemberOf', 'Eutopia European University', '2022-07-01'], ['University of Ljubljana', 'startMemberOf', 'Eutopia European University', '2022-07-01'], ['Vrije Universiteit Brussel', 'startMemberOf', 'Eutopia European University', '2022-07-01'], ['NOVA University Lisbon', 'startMemberOf', 'Eutopia European University', '2022-07-01']]
[['University of Warwick', 'startMemberOf', 'Eutopia European University', '2022-07-01'], ['Babeș-Bolyai University', 'startMemberOf', 'Eutopia European University', '2022-07-01'], ['Turtle Mountain Community College', 'startMemberOf', 'American Indian Higher Education Consortium', '2022-09-01'], ['Iḷ isaġvik College', 'startMemberOf', 'American Indian Higher Education Consortium', '2022-09-01']]
[['University of the District of Columbia', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['California Institute of Technology', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of Dayton', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Pratt Institute', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Colorado Boulder', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Enoch Pratt Free Library', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of Nebraska– Lincoln', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['New York Philharmonic', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Wisconsin– Parkside', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['California Botanic Garden', 'startMemberOf', 'North American Reciprocal Museum Association', '2022-10-01'], ['Council Of State Archivists', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of Maryland, College Park', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Council Of Prairie And Pacific University Libraries', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['El Colegio de México', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['National Park Service', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of Virginia', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Williams College', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Boston College', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['National Film Board of Canada', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of the Balearic Islands', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Texas at Austin', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Maryland Institute College of Art', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of Michigan', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Clemson University', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of North Carolina at Chapel Hill', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of California, San Diego', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Haverford College', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['New York University', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['University of Wisconsin– Milwaukee', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Northwestern University', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of Pittsburgh', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of California, Los Angeles', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Illinois Institute of Technology', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of Southern California', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Inter-university Consortium for Political and Social Research', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Legal Information Preservation Alliance', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Virginia Tech', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['University of Tennessee', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01'], ['Center for Research Libraries', 'startMemberOf', 'National Digital Stewardship Alliance', '2022-10-01']]
[['Daphne Rickson', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-06-06'], ['Rod Pelosi', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-06-06'], ['Anne Robertson', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-06-06'], ['Lorraine Scanlon', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-06-06']]
[['John Kirkpatrick', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-06-06'], ['Hilary Blacklock', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-06-06'], ['Susan Elliott', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-06-06'], ['Pascale Quester', 'startAward', 'Officer Of The National Order Of Merit generic instance', '2022-11-23']]
[['Kathleen Joy Walker', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-12-31'], ['Charles Richard Veitch', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-12-31'], ['Edwina Pio', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-12-31'], ['Bruce D U002E Clarkson', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-12-31']]
[['John T U002E Darby', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-12-31'], ['Jennie Connor', 'startAward', 'Officer Of The New Zealand Order Of Merit generic instance', '2022-12-31']]
[['Clément Chéroux', 'endWorksFor', 'Museum of Modern Art', '2022-01-01'], ['Clara Kim', 'endWorksFor', 'Tate Modern', '2022-01-01'], ['Caroline Campbell ( museum director)', 'endWorksFor', 'National Gallery', '2022-01-01'], ['Maarten Heerlien', 'endWorksFor', 'Rijksmuseum', '2022-02-01']]
[['Lauren Haynes', 'endWorksFor', 'Nasher Museum of Art', '2022-07-01'], ['Wikipedia: Wiki World\' s Fair', 'startLocation', 'Metropolitan Museum of Art', '2022-08-11'], ['Wikipedia: Wiki World\' s Fair', 'startLocation', 'Queens Museum', '2022-08-13'], ['Sohrab Mohebbi', 'endWorksFor', 'Carnegie Museum of Art', '2022-09-01']]
[['Michael Vassiliadis', 'startAward', 'Officer U0027 S Cross Of The Order Of Merit Of The Federal Republic Of Germany', '2022-01-01'], ['Michael Vassiliadis', 'startAward', 'Heinrich Brauns Award', '2022-01-01'], ['Khurram Parvez', 'startAward', 'Time 100', '2022-01-01'], ['Oksana Pokalchuk', 'endWorksFor', 'Amnesty International', '2022-01-01']]
[['Sandya Eknelygoda', 'startAward', '100 Women ( BBC)', '2022-01-01'], ['Ilwad Elman', 'startAward', 'Right Livelihood Award', '2022-01-01'], ['Fartuun Adan', 'startAward', 'Right Livelihood Award', '2022-01-01'], ['Hadizatou Mani', 'startAward', '100 Women ( BBC)', '2022-01-01']]
[['Hjörtur Hjörleifsson', 'endMemberOf', 'Oehl', '2022-01-01'], ['Gabe Serbian', 'endMemberOf', 'The Locust', '2022-01-01'], ['Vitaa', 'endMemberOf', 'Vitaa U0026 Slimane', '2022-01-01'], ['Nik Roos', 'endMemberOf', 'Noisia', '2022-01-01']]
[['Lazao Da Cuz', 'endMemberOf', 'Cidade Negra', '2022-01-01'], ['Takeoff ( rapper)', 'endMemberOf', 'Migos', '2022-01-01'], ['Gabe Serbian', 'endMemberOf', 'Zu ( band)', '2022-01-01'], ['Gabe Serbian', 'endMemberOf', 'Dead Cross', '2022-01-01']]
[['Ivan Vokáč', 'endMemberOf', 'Prague Cello Quartet', '2022-01-01'], ['Maybe Baby', 'endMemberOf', 'Frendzona', '2022-01-01'], ['Damian Addy', 'endMemberOf', 'The Eastern Bandits', '2022-01-01'], ['Eison Chai', 'endMemberOf', '87Band', '2022-01-01']]
[['Hana Horká', 'endMemberOf', 'Asonance', '2022-01-16'], ['Taylor Hawkins', 'endMemberOf', 'Taylor Hawkins and the Coattail Riders', '2022-03-25'], ['Guillem Boltó Grande', 'endMemberOf', 'Doctor Prats', '2022-04-01'], ['Keno', 'endMemberOf', 'Moop Mama', '2022-08-27']]
[['Ödön Tersztyánszky', 'endSpouse', 'Tersztyánszkyné Vasadi Éva', '2022-01-01'], ['Juan Carlos Pérez Cuesta', 'endWorksFor', 'Sindicato Profesional De La Ertzaintza', '2022-01-01'], ['Ricardo Díez-Hochleitner Rodríguez ( ambassador)', 'startAward', 'Grand Cross Of The Military Merit - White Badge generic instance', '2022-01-01'], ['Miguel Ángel Fernández-Palacios', 'startAward', 'Grand Cross Of The Military Merit - White Badge generic instance', '2022-01-01']]
[['Charles Puech', 'endMemberOf', 'Académie De Nîmes', '2022-01-01'], ['Thomas Jürgensen', 'endWorksFor', 'European Economic and Trade Office', '2022-01-01'], ['Raúl Zaffaroni', 'endMemberOf', 'Inter-American Court of Human Rights', '2022-01-01'], ['John Cranley', 'endWorksFor', 'City Of Cincinnati', '2022-01-04']]
[['Mirtha Vásquez', 'endMemberOf', 'Cabinet Of Pedro Castillo', '2022-01-31'], ['Gerhard Schröder', 'endAward', 'Mírová Cena Heinricha Albertze', '2022-03-05'], ['Hugh Rennie', 'startAward', 'Knight Companion Of The New Zealand Order Of Merit U200E generic instance', '2022-06-06'], ['Laurent Gamet', 'startAward', 'Knight Of The French Order Of Academic Palms generic instance', '2022-07-12']]
[['Miroslav Bobek', 'startAward', 'Order of the Polar Star ( Mongolia)', '2022-01-01'], ['Aditya Agashe', 'endWorksFor', 'Microsoft', '2022-01-01'], ['Grazia Vittadini', 'startAward', 'Fellow of the Royal Academy of Engineering', '2022-01-01'], ['Martin Sander', 'endWorksFor', 'Audi', '2022-01-01']]
[['Pasieka', 'endLocation', 'Pryharadny Sieĺsaviet', '2022-06-30'], ['Dubovy Loh', 'endLocation', 'Viesialoŭski Sieĺsaviet', '2022-06-30'], ['Damanaŭski Sieĺsaviet', 'endLocation', 'Ivatsevichy District', '2022-08-24'], ['Padstarynski Sieĺsaviet', 'endLocation', 'Ivatsevichy District', '2022-08-24']]
[['Pakroŭski', 'endLocation', '', '2022-10-21'], ['Vierchniealbianski Sieĺsaviet', 'endLocation', 'Zhlobin District', '2022-12-14']]
[['Hifumi Katō', 'startAward', 'Person of Cultural Merit', '2022-01-01'], ['Gerd Kanter', 'startAward', 'Estonian Coach of the Year', '2022-01-01'], ['Shell plc', 'endAward', 'Koninklijk', '2022-01-01'], ['Alfonso Pérez Sánchez', 'startAward', 'Hijo Predilecto De Cartagena', '2022-01-12']]
[['Hisayuki Matsuo', 'startAward', 'Junior Fourth Rank', '2022-06-08'], ['Toshio Matsumoto', 'startAward', 'Junior Fourth Rank', '2022-07-17'], ['Okada Yoshimi', 'startAward', 'Junior Fourth Rank', '2022-08-17'], ['Royale Union Saint-Gilloise', 'startAward', 'Brusseleir Van U2019 T Joêr', '2022-11-23']]
[['Colombian Academy of Exact, Physical, and Natural Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Brazilian Academy of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Latvian Academy of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Academy of Sciences and Arts of Kosovo', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['Slovak Academy of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Global Young Academy', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Kazakhstan Academy of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Academia Nacional De Ciencias De Bolivia', 'startMemberOf', 'InterAmerican Network of Academies of Sciences', '2022-01-01']]
[['Estonian Academy of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Benin National Academy Of Sciences And Arts', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Romanian Academy', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Ethiopian Academy of Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['National Academy of Science and Technology', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['National Academy of Sciences of Argentina', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['International Institute for Applied Systems Analysis', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Tunis El Manar University', 'startMemberOf', 'International Science Council', '2022-01-01']]
[['Macedonian Academy of Sciences and Arts', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['Nigerian Academy of Science', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Singapore National Academy of Science', 'startMemberOf', 'Association Of Academies And Societies Of Sciences In Asia', '2022-01-01'], ['Armenian National Academy of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01']]
[['The Science Academy Society of Turkey', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Royal Netherlands Academy of Arts and Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Bulgarian Academy of Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['Cameroon Academy Of Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['Norwegian Academy of Science and Letters', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Kenya National Academy Of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Mongolian Academy of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Chilean Academy Of Sciences', 'startMemberOf', 'InterAmerican Network of Academies of Sciences', '2022-01-01']]
[['National Academy of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Slovenian Academy of Sciences and Arts', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['Academia Nacional De Ciencias De Honduras', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['Georgian National Academy of Sciences', 'startMemberOf', 'International Science Council', '2022-01-01']]
[['Colombian Academy of Exact, Physical, and Natural Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['Academia De Ciencias De Nicaragua', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['Royal Danish Academy of Sciences and Letters', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Lithuanian Academy of Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['Tanzania Academy Of Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['Singapore National Academy of Science', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Algerian Academy Of Sciences And Technologies', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['Academy of Sciences of Uzbekistan', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['Academia De Ciencias De La República Dominicana', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Royal Academies for Science and the Arts of Belgium', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['African Academy of Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01'], ['Nigerian Academy of Science', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['Academia De Ciencias Médicas U002C Físicas Y Naturales De Guatemala', 'startMemberOf', 'InterAmerican Network of Academies of Sciences', '2022-01-01'], ['Academy of Sciences of Albania', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Macedonian Academy of Sciences and Arts', 'startMemberOf', 'International Science Council', '2022-01-01'], ['Cuban Academy of Sciences', 'startMemberOf', 'InterAmerican Network of Academies of Sciences', '2022-01-01']]
